ENDW,AREGWLD,ENDWRES,SCEN,Value
AEZ18,LowIncome,pe,SRnD20,-20.579166412
UnSkLab,LowIncome,pe,SRnD20,0.11866424233
SkLab,LowIncome,pe,SRnD20,0.10633186996
Capital,LowIncome,pe,SRnD20,0.12144738436
NatRes,LowIncome,pe,SRnD20,0.82297629118
AEZ1,World,pe,SRnD20,-9.5408792496
AEZ2,World,pe,SRnD20,-4.4867563248
AEZ3,World,pe,SRnD20,-3.827432394
AEZ4,World,pe,SRnD20,-2.8322398663
AEZ5,World,pe,SRnD20,-4.2634310722
AEZ6,World,pe,SRnD20,-5.1288809776
AEZ7,World,pe,SRnD20,-6.3795776367
AEZ8,World,pe,SRnD20,-8.4433641434
AEZ9,World,pe,SRnD20,-8.7877607346
AEZ10,World,pe,SRnD20,-10.051091194
AEZ11,World,pe,SRnD20,-9.1839857101
AEZ12,World,pe,SRnD20,-9.5921564102
AEZ13,World,pe,SRnD20,-13.151846886
AEZ14,World,pe,SRnD20,-11.807402611
AEZ15,World,pe,SRnD20,-11.720643997
AEZ16,World,pe,SRnD20,-9.0666913986
AEZ17,World,pe,SRnD20,-18.969108582
AEZ18,World,pe,SRnD20,-20.113283157
UnSkLab,World,pe,SRnD20,0.19571261108
SkLab,World,pe,SRnD20,0.1522488296
Capital,World,pe,SRnD20,0.22353434563
NatRes,World,pe,SRnD20,0.71085047722
AEZ1,HighIncome,qe,SRnD20,-0.020401386544
AEZ2,HighIncome,qe,SRnD20,-0.047687992454
AEZ3,HighIncome,qe,SRnD20,-0.12719400227
AEZ4,HighIncome,qe,SRnD20,-0.16356819868
AEZ5,HighIncome,qe,SRnD20,-0.077720917761
AEZ6,HighIncome,qe,SRnD20,-0.027065454051
AEZ7,HighIncome,qe,SRnD20,-0.016898745671
AEZ8,HighIncome,qe,SRnD20,-9.55303944647312E-0003
AEZ9,HighIncome,qe,SRnD20,-6.77403016015887E-0003
AEZ10,HighIncome,qe,SRnD20,-8.09678249061108E-0003
AEZ11,HighIncome,qe,SRnD20,-3.81896528415382E-0003
AEZ12,HighIncome,qe,SRnD20,-3.53442272171378E-0004
AEZ1,MidIncome,qe,SRnD20,-2.97184591181576E-0003
AEZ2,MidIncome,qe,SRnD20,-0.024136058986
AEZ3,MidIncome,qe,SRnD20,-0.030348692089
AEZ4,MidIncome,qe,SRnD20,-0.03633357957
AEZ5,MidIncome,qe,SRnD20,-0.07205157727
AEZ6,MidIncome,qe,SRnD20,-0.3160020113
AEZ7,MidIncome,qe,SRnD20,7.49630446080118E-0004
AEZ8,MidIncome,qe,SRnD20,-0.03553018719
AEZ9,MidIncome,qe,SRnD20,-0.031286500394
AEZ10,MidIncome,qe,SRnD20,-0.012165491469
AEZ11,MidIncome,qe,SRnD20,-3.26596410013735E-0003
AEZ12,MidIncome,qe,SRnD20,-0.013047384098
AEZ13,MidIncome,qe,SRnD20,-4.03747981181368E-0004
AEZ14,MidIncome,qe,SRnD20,-8.45090113580227E-0003
AEZ15,MidIncome,qe,SRnD20,-0.043739259243
AEZ16,MidIncome,qe,SRnD20,-8.81904416019097E-0005
AEZ17,MidIncome,qe,SRnD20,-1.94066637959622E-0006
AEZ18,MidIncome,qe,SRnD20,-5.08385392095079E-0006
AEZ1,LowIncome,qe,SRnD20,-4.83665708452463E-0003
AEZ2,LowIncome,qe,SRnD20,-3.77831235527992E-0003
AEZ3,LowIncome,qe,SRnD20,-6.97186635807157E-0003
AEZ4,LowIncome,qe,SRnD20,-4.75663488032296E-0004
AEZ5,LowIncome,qe,SRnD20,-1.90309929166688E-0005
AEZ6,LowIncome,qe,SRnD20,-6.19453785475343E-0004
AEZ7,LowIncome,qe,SRnD20,-0.081357359886
AEZ8,LowIncome,qe,SRnD20,-0.13004229963
AEZ9,LowIncome,qe,SRnD20,-0.044498577714
AEZ10,LowIncome,qe,SRnD20,-0.064018137753
AEZ11,LowIncome,qe,SRnD20,-0.032199464738
AEZ12,LowIncome,qe,SRnD20,-0.014500384219
AEZ13,LowIncome,qe,SRnD20,-7.66898756410228E-0006
AEZ14,LowIncome,qe,SRnD20,-0.016785018146
AEZ15,LowIncome,qe,SRnD20,-0.025668403134
AEZ16,LowIncome,qe,SRnD20,-4.01900062570348E-0004
AEZ1,World,qe,SRnD20,-6.51225773617625E-0003
AEZ2,World,qe,SRnD20,-0.026395261288
AEZ3,World,qe,SRnD20,-0.041364397854
AEZ4,World,qe,SRnD20,-0.062180310488
AEZ5,World,qe,SRnD20,-0.072419852018
AEZ6,World,qe,SRnD20,-0.28659400344
AEZ7,World,qe,SRnD20,-3.04033211432397E-0003
AEZ8,World,qe,SRnD20,-0.051688786596
AEZ9,World,qe,SRnD20,-0.03302950412
AEZ10,World,qe,SRnD20,-0.036814574152
AEZ11,World,qe,SRnD20,-0.015267313458
AEZ12,World,qe,SRnD20,-0.013002470136
AEZ13,World,qe,SRnD20,-3.03817942040041E-0004
AEZ14,World,qe,SRnD20,-9.93744470179081E-0003
AEZ15,World,qe,SRnD20,-0.035819109529
AEZ16,World,qe,SRnD20,-1.18543881399091E-0004
AEZ17,World,qe,SRnD20,-1.02134663393372E-0006
AEZ18,World,qe,SRnD20,-2.49664162765839E-0006
AEZ1,HighIncome,pe,GPESSRRnD20,-5.294470787
AEZ2,HighIncome,pe,GPESSRRnD20,-4.9970126152
AEZ3,HighIncome,pe,GPESSRRnD20,-4.0280880928
AEZ4,HighIncome,pe,GPESSRRnD20,-2.9748942852
AEZ5,HighIncome,pe,GPESSRRnD20,-5.4645261765
AEZ6,HighIncome,pe,GPESSRRnD20,-5.9930596352
AEZ7,HighIncome,pe,GPESSRRnD20,-7.4358024597
AEZ8,HighIncome,pe,GPESSRRnD20,-7.4909648895
AEZ9,HighIncome,pe,GPESSRRnD20,-6.3481254578
AEZ10,HighIncome,pe,GPESSRRnD20,-5.7197804451
AEZ11,HighIncome,pe,GPESSRRnD20,-4.4827537537
AEZ12,HighIncome,pe,GPESSRRnD20,-6.1180458069
AEZ13,HighIncome,pe,GPESSRRnD20,-10.218928337
AEZ14,HighIncome,pe,GPESSRRnD20,-10.22232914
AEZ15,HighIncome,pe,GPESSRRnD20,-11.0072155
AEZ16,HighIncome,pe,GPESSRRnD20,-10.77951622
AEZ17,HighIncome,pe,GPESSRRnD20,-11.007214546
AEZ18,HighIncome,pe,GPESSRRnD20,-11.007214546
UnSkLab,HighIncome,pe,GPESSRRnD20,0.45933905244
SkLab,HighIncome,pe,GPESSRRnD20,0.2042593658
Capital,HighIncome,pe,GPESSRRnD20,0.41972216964
NatRes,HighIncome,pe,GPESSRRnD20,0.7630546093
AEZ1,MidIncome,pe,GPESSRRnD20,-8.0894517899
AEZ2,MidIncome,pe,GPESSRRnD20,-3.4415392876
AEZ3,MidIncome,pe,GPESSRRnD20,-2.7156860828
AEZ4,MidIncome,pe,GPESSRRnD20,-1.713514328
AEZ5,MidIncome,pe,GPESSRRnD20,-2.8384284973
AEZ6,MidIncome,pe,GPESSRRnD20,0.13434509933
AEZ7,MidIncome,pe,GPESSRRnD20,-5.3476481438
AEZ8,MidIncome,pe,GPESSRRnD20,-6.455561161
AEZ9,MidIncome,pe,GPESSRRnD20,-6.8465456963
AEZ10,MidIncome,pe,GPESSRRnD20,-8.163939476
AEZ11,MidIncome,pe,GPESSRRnD20,-7.6705904007
AEZ12,MidIncome,pe,GPESSRRnD20,-8.5817079544
AEZ13,MidIncome,pe,GPESSRRnD20,-10.947457314
AEZ14,MidIncome,pe,GPESSRRnD20,-9.7214164734
AEZ15,MidIncome,pe,GPESSRRnD20,-10.0616436
AEZ16,MidIncome,pe,GPESSRRnD20,-6.829284668
AEZ17,MidIncome,pe,GPESSRRnD20,-19.400814056
AEZ18,MidIncome,pe,GPESSRRnD20,-21.743406296
UnSkLab,MidIncome,pe,GPESSRRnD20,0.27931767702
SkLab,MidIncome,pe,GPESSRRnD20,0.20449587703
Capital,MidIncome,pe,GPESSRRnD20,0.30023008585
NatRes,MidIncome,pe,GPESSRRnD20,0.56995403767
AEZ1,LowIncome,pe,GPESSRRnD20,-18.805541992
AEZ2,LowIncome,pe,GPESSRRnD20,-18.836767197
AEZ3,LowIncome,pe,GPESSRRnD20,-18.522888184
AEZ4,LowIncome,pe,GPESSRRnD20,-18.545742035
AEZ5,LowIncome,pe,GPESSRRnD20,-17.886943817
AEZ6,LowIncome,pe,GPESSRRnD20,-17.047124863
AEZ7,LowIncome,pe,GPESSRRnD20,-14.060335159
AEZ8,LowIncome,pe,GPESSRRnD20,-10.506196976
AEZ9,LowIncome,pe,GPESSRRnD20,-12.148628235
AEZ10,LowIncome,pe,GPESSRRnD20,-9.6809005737
AEZ11,LowIncome,pe,GPESSRRnD20,-9.027261734
AEZ12,LowIncome,pe,GPESSRRnD20,-8.8213691711
AEZ13,LowIncome,pe,GPESSRRnD20,-18.19944191
AEZ14,LowIncome,pe,GPESSRRnD20,-12.315530777
AEZ15,LowIncome,pe,GPESSRRnD20,-10.742843628
AEZ16,LowIncome,pe,GPESSRRnD20,-15.322019577
AEZ17,LowIncome,pe,GPESSRRnD20,-18.681037903
AEZ18,LowIncome,pe,GPESSRRnD20,-19.001888275
UnSkLab,LowIncome,pe,GPESSRRnD20,0.041787974536
SkLab,LowIncome,pe,GPESSRRnD20,0.034270290285
Capital,LowIncome,pe,GPESSRRnD20,0.058679345995
NatRes,LowIncome,pe,GPESSRRnD20,0.76547086239
AEZ1,World,pe,GPESSRRnD20,-8.5451965332
AEZ2,World,pe,GPESSRRnD20,-3.9306957722
AEZ3,World,pe,GPESSRRnD20,-3.0605552197
AEZ4,World,pe,GPESSRRnD20,-2.0774414539
AEZ5,World,pe,GPESSRRnD20,-3.3080561161
AEZ6,World,pe,GPESSRRnD20,-0.59848153591
AEZ7,World,pe,GPESSRRnD20,-5.7756361961
AEZ8,World,pe,GPESSRRnD20,-7.2310938835
AEZ9,World,pe,GPESSRRnD20,-7.7377462387
AEZ10,World,pe,GPESSRRnD20,-8.8207178116
AEZ11,World,pe,GPESSRRnD20,-8.0822601318
AEZ12,World,pe,GPESSRRnD20,-8.5686016083
AEZ13,World,pe,GPESSRRnD20,-12.074836731
AEZ14,World,pe,GPESSRRnD20,-10.368124962
AEZ15,World,pe,GPESSRRnD20,-10.339617729
AEZ16,World,pe,GPESSRRnD20,-7.9690322876
AEZ17,World,pe,GPESSRRnD20,-17.771270752
AEZ18,World,pe,GPESSRRnD20,-18.914178848
UnSkLab,World,pe,GPESSRRnD20,0.15293310583
SkLab,World,pe,GPESSRRnD20,0.10730157048
Capital,World,pe,GPESSRRnD20,0.18603603542
NatRes,World,pe,GPESSRRnD20,0.61243444681
AEZ1,HighIncome,qe,GPESSRRnD20,-0.049108140171
AEZ2,HighIncome,qe,GPESSRRnD20,-0.16200433671
AEZ3,HighIncome,qe,GPESSRRnD20,-0.80073362589
AEZ4,HighIncome,qe,GPESSRRnD20,-0.7081541419
AEZ5,HighIncome,qe,GPESSRRnD20,-0.34814801812
AEZ6,HighIncome,qe,GPESSRRnD20,-0.098929665983
AEZ7,HighIncome,qe,GPESSRRnD20,-0.013419369236
AEZ8,HighIncome,qe,GPESSRRnD20,-0.2553589344
AEZ9,HighIncome,qe,GPESSRRnD20,-1.8751144409
AEZ10,HighIncome,qe,GPESSRRnD20,-0.57398498058
AEZ11,HighIncome,qe,GPESSRRnD20,-0.016241017729
AEZ12,HighIncome,qe,GPESSRRnD20,-0.074727505445
AEZ1,MidIncome,qe,GPESSRRnD20,-0.01543511264
AEZ2,MidIncome,qe,GPESSRRnD20,-0.042482960969
AEZ3,MidIncome,qe,GPESSRRnD20,-0.042847130448
AEZ4,MidIncome,qe,GPESSRRnD20,-0.14366044104
AEZ5,MidIncome,qe,GPESSRRnD20,-0.22091440856
AEZ6,MidIncome,qe,GPESSRRnD20,-1.7005380392
AEZ7,MidIncome,qe,GPESSRRnD20,-0.096242673695
AEZ8,MidIncome,qe,GPESSRRnD20,-0.1248819232
AEZ9,MidIncome,qe,GPESSRRnD20,-0.080595135689
AEZ10,MidIncome,qe,GPESSRRnD20,-0.056486129761
AEZ11,MidIncome,qe,GPESSRRnD20,-0.019067447633
AEZ12,MidIncome,qe,GPESSRRnD20,-0.025248492137
AEZ13,MidIncome,qe,GPESSRRnD20,-5.91534480918199E-0004
AEZ14,MidIncome,qe,GPESSRRnD20,-0.035361841321
AEZ15,MidIncome,qe,GPESSRRnD20,-0.18993490934
AEZ16,MidIncome,qe,GPESSRRnD20,-1.03552825748920E-0003
AEZ17,MidIncome,qe,GPESSRRnD20,-1.34854815314611E-0006
AEZ18,MidIncome,qe,GPESSRRnD20,-4.70527902507456E-0006
AEZ1,LowIncome,qe,GPESSRRnD20,-3.76873859204352E-0003
AEZ2,LowIncome,qe,GPESSRRnD20,-3.00251226872206E-0003
AEZ3,LowIncome,qe,GPESSRRnD20,-5.48283196985722E-0003
AEZ4,LowIncome,qe,GPESSRRnD20,-3.63354280125350E-0004
AEZ5,LowIncome,qe,GPESSRRnD20,-1.11223362182500E-0005
AEZ6,LowIncome,qe,GPESSRRnD20,-4.43084252765402E-0004
AEZ7,LowIncome,qe,GPESSRRnD20,-0.11342795193
AEZ8,LowIncome,qe,GPESSRRnD20,-0.28814664483
AEZ9,LowIncome,qe,GPESSRRnD20,-0.18793199956
AEZ10,LowIncome,qe,GPESSRRnD20,-0.17936591804
AEZ11,LowIncome,qe,GPESSRRnD20,-0.22922180593
AEZ12,LowIncome,qe,GPESSRRnD20,-0.54348510504
AEZ13,LowIncome,qe,GPESSRRnD20,-3.09738330543041E-0003
AEZ14,LowIncome,qe,GPESSRRnD20,-0.021277885884
AEZ15,LowIncome,qe,GPESSRRnD20,-0.02917701751
AEZ16,LowIncome,qe,GPESSRRnD20,-7.48625770211220E-0003
AEZ1,World,qe,GPESSRRnD20,-0.020993476734
AEZ2,World,qe,GPESSRRnD20,-0.05525066331
AEZ3,World,qe,GPESSRRnD20,-0.13142666221
AEZ4,World,qe,GPESSRRnD20,-0.25900509953
AEZ5,World,qe,GPESSRRnD20,-0.23749195039
AEZ6,World,qe,GPESSRRnD20,-1.5402425528
AEZ7,World,qe,GPESSRRnD20,-0.094914086163
AEZ8,World,qe,GPESSRRnD20,-0.15826229751
AEZ9,World,qe,GPESSRRnD20,-0.1299701184
AEZ10,World,qe,GPESSRRnD20,-0.13095007837
AEZ11,World,qe,GPESSRRnD20,-0.106016092
AEZ12,World,qe,GPESSRRnD20,-0.086306832731
AEZ13,World,qe,GPESSRRnD20,-9.34714800678194E-0004
AEZ14,World,qe,GPESSRRnD20,-0.03004921414
AEZ15,World,qe,GPESSRRnD20,-0.12558208406
AEZ16,World,qe,GPESSRRnD20,-1.69692793861032E-0003
AEZ17,World,qe,GPESSRRnD20,-7.07893548224092E-0007
AEZ18,World,qe,GPESSRRnD20,-2.30252703659062E-0006
AEZ1,HighIncome,pe,BAU_aESRigid,-0.28460121155
AEZ2,HighIncome,pe,BAU_aESRigid,1.5524406433
AEZ3,HighIncome,pe,BAU_aESRigid,0.20938482881
AEZ4,HighIncome,pe,BAU_aESRigid,-1.2060941458
AEZ5,HighIncome,pe,BAU_aESRigid,6.1752080917
AEZ6,HighIncome,pe,BAU_aESRigid,8.1503667831
AEZ7,HighIncome,pe,BAU_aESRigid,-2.0579242706
AEZ8,HighIncome,pe,BAU_aESRigid,-1.1107056141
AEZ9,HighIncome,pe,BAU_aESRigid,0.76710414886
AEZ10,HighIncome,pe,BAU_aESRigid,0.63710850477
AEZ11,HighIncome,pe,BAU_aESRigid,1.245519042
AEZ12,HighIncome,pe,BAU_aESRigid,3.046330452
AEZ13,HighIncome,pe,BAU_aESRigid,-0.7288595438
AEZ14,HighIncome,pe,BAU_aESRigid,-0.72839796543
AEZ15,HighIncome,pe,BAU_aESRigid,-0.74359482527
AEZ16,HighIncome,pe,BAU_aESRigid,-0.72123855352
AEZ17,HighIncome,pe,BAU_aESRigid,-0.74359476566
AEZ18,HighIncome,pe,BAU_aESRigid,-0.74359476566
UnSkLab,HighIncome,pe,BAU_aESRigid,-0.89007014036
SkLab,HighIncome,pe,BAU_aESRigid,-1.0763454437
Capital,HighIncome,pe,BAU_aESRigid,-1.3177837133
NatRes,HighIncome,pe,BAU_aESRigid,8.3712654114
AEZ1,MidIncome,pe,BAU_aESRigid,-0.87250292301
AEZ2,MidIncome,pe,BAU_aESRigid,0.79449898005
AEZ3,MidIncome,pe,BAU_aESRigid,-1.7722187042
AEZ4,MidIncome,pe,BAU_aESRigid,-1.189709425
AEZ5,MidIncome,pe,BAU_aESRigid,0.67233365774
AEZ6,MidIncome,pe,BAU_aESRigid,4.4135456085
AEZ7,MidIncome,pe,BAU_aESRigid,-1.9730021954
AEZ8,MidIncome,pe,BAU_aESRigid,-1.3576103449
AEZ9,MidIncome,pe,BAU_aESRigid,-2.9087810516
AEZ10,MidIncome,pe,BAU_aESRigid,-3.2063291073
AEZ11,MidIncome,pe,BAU_aESRigid,-3.5075633526
AEZ12,MidIncome,pe,BAU_aESRigid,-4.9791827202
AEZ13,MidIncome,pe,BAU_aESRigid,-1.451384902
AEZ14,MidIncome,pe,BAU_aESRigid,0.01931014657
AEZ15,MidIncome,pe,BAU_aESRigid,1.1696908474
AEZ16,MidIncome,pe,BAU_aESRigid,2.4423959255
AEZ17,MidIncome,pe,BAU_aESRigid,-2.017875433
AEZ18,MidIncome,pe,BAU_aESRigid,-2.9497721195
UnSkLab,MidIncome,pe,BAU_aESRigid,-1.1260381937
SkLab,MidIncome,pe,BAU_aESRigid,-1.0785031319
Capital,MidIncome,pe,BAU_aESRigid,-0.94215816259
NatRes,MidIncome,pe,BAU_aESRigid,7.8401889801
AEZ1,LowIncome,pe,BAU_aESRigid,-4.0488414764
AEZ2,LowIncome,pe,BAU_aESRigid,-4.0751280785
AEZ3,LowIncome,pe,BAU_aESRigid,-4.3993926048
AEZ4,LowIncome,pe,BAU_aESRigid,-4.2390146255
AEZ5,LowIncome,pe,BAU_aESRigid,-4.004611969
AEZ6,LowIncome,pe,BAU_aESRigid,-4.8131084442
AEZ7,LowIncome,pe,BAU_aESRigid,-3.7031958103
AEZ8,LowIncome,pe,BAU_aESRigid,-4.2207970619
AEZ9,LowIncome,pe,BAU_aESRigid,-2.9599428177
AEZ10,LowIncome,pe,BAU_aESRigid,-1.5762342215
AEZ11,LowIncome,pe,BAU_aESRigid,-2.5619254112
AEZ12,LowIncome,pe,BAU_aESRigid,-1.9766949415
AEZ13,LowIncome,pe,BAU_aESRigid,-3.5020048618
AEZ14,LowIncome,pe,BAU_aESRigid,0.56050801277
AEZ15,LowIncome,pe,BAU_aESRigid,1.0653641224
AEZ16,LowIncome,pe,BAU_aESRigid,-1.2947028875
AEZ17,LowIncome,pe,BAU_aESRigid,-3.9243431091
AEZ18,LowIncome,pe,BAU_aESRigid,-3.97945714
UnSkLab,LowIncome,pe,BAU_aESRigid,-0.27217805386
SkLab,LowIncome,pe,BAU_aESRigid,-0.25077080727
Capital,LowIncome,pe,BAU_aESRigid,-0.32730466127
NatRes,LowIncome,pe,BAU_aESRigid,6.1785707474
AEZ1,World,pe,BAU_aESRigid,-1.0593304634
AEZ2,World,pe,BAU_aESRigid,0.77826452255
AEZ3,World,pe,BAU_aESRigid,-1.5740258694
AEZ4,World,pe,BAU_aESRigid,-1.2122180462
AEZ5,World,pe,BAU_aESRigid,1.4012038708
AEZ6,World,pe,BAU_aESRigid,4.6722073555
AEZ7,World,pe,BAU_aESRigid,-2.051024437
AEZ8,World,pe,BAU_aESRigid,-1.8857418299
AEZ9,World,pe,BAU_aESRigid,-2.8549993038
AEZ10,World,pe,BAU_aESRigid,-2.3134708405
AEZ11,World,pe,BAU_aESRigid,-2.8926286697
AEZ12,World,pe,BAU_aESRigid,-4.5075187683
AEZ13,World,pe,BAU_aESRigid,-1.725954771
AEZ14,World,pe,BAU_aESRigid,0.10595596582
AEZ15,World,pe,BAU_aESRigid,1.0714383125
AEZ16,World,pe,BAU_aESRigid,1.8705203533
AEZ17,World,pe,BAU_aESRigid,-2.3868074417
AEZ18,World,pe,BAU_aESRigid,-2.8881540298
UnSkLab,World,pe,BAU_aESRigid,-0.65650033951
SkLab,World,pe,BAU_aESRigid,-0.60693436861
Capital,World,pe,BAU_aESRigid,-0.65382623672
NatRes,World,pe,BAU_aESRigid,7.5490860939
AEZ1,HighIncome,qe,BAU_aESRigid,-2.10321904160082E-0003
AEZ2,HighIncome,qe,BAU_aESRigid,0.045508041978
AEZ3,HighIncome,qe,BAU_aESRigid,-7.11068650707603E-0003
AEZ4,HighIncome,qe,BAU_aESRigid,-0.10268787295
AEZ5,HighIncome,qe,BAU_aESRigid,-0.033543262631
AEZ6,HighIncome,qe,BAU_aESRigid,-5.00542763620615E-0003
AEZ7,HighIncome,qe,BAU_aESRigid,-4.18904377147555E-0003
AEZ8,HighIncome,qe,BAU_aESRigid,-2.42408132180572E-0003
AEZ9,HighIncome,qe,BAU_aESRigid,7.82035276643001E-0005
AEZ10,HighIncome,qe,BAU_aESRigid,8.46024020574987E-0004
AEZ11,HighIncome,qe,BAU_aESRigid,1.07739481609315E-0003
AEZ12,HighIncome,qe,BAU_aESRigid,-2.11640610359609E-0004
AEZ1,MidIncome,qe,BAU_aESRigid,-5.44044421985745E-0004
AEZ2,MidIncome,qe,BAU_aESRigid,-0.01028631255
AEZ3,MidIncome,qe,BAU_aESRigid,-0.026371374726
AEZ4,MidIncome,qe,BAU_aESRigid,-0.035407669842
AEZ5,MidIncome,qe,BAU_aESRigid,-0.036961082369
AEZ6,MidIncome,qe,BAU_aESRigid,0.38162955642
AEZ7,MidIncome,qe,BAU_aESRigid,-3.37771984050050E-0004
AEZ8,MidIncome,qe,BAU_aESRigid,-0.01097115688
AEZ9,MidIncome,qe,BAU_aESRigid,-0.013044404797
AEZ10,MidIncome,qe,BAU_aESRigid,-8.73549189418554E-0003
AEZ11,MidIncome,qe,BAU_aESRigid,-1.57339614816010E-0003
AEZ12,MidIncome,qe,BAU_aESRigid,-5.33434888347983E-0003
AEZ13,MidIncome,qe,BAU_aESRigid,-1.00127486803103E-0004
AEZ14,MidIncome,qe,BAU_aESRigid,7.63425137847662E-0004
AEZ15,MidIncome,qe,BAU_aESRigid,3.62449069507420E-0003
AEZ16,MidIncome,qe,BAU_aESRigid,-1.56904206960462E-0007
AEZ17,MidIncome,qe,BAU_aESRigid,9.11873826225928E-0007
AEZ18,MidIncome,qe,BAU_aESRigid,-2.72035777015844E-0006
AEZ1,LowIncome,qe,BAU_aESRigid,-3.49449156783521E-0003
AEZ2,LowIncome,qe,BAU_aESRigid,-2.53021251410246E-0003
AEZ3,LowIncome,qe,BAU_aESRigid,-5.03013655543327E-0003
AEZ4,LowIncome,qe,BAU_aESRigid,-3.47017921740189E-0004
AEZ5,LowIncome,qe,BAU_aESRigid,-1.61413991008885E-0005
AEZ6,LowIncome,qe,BAU_aESRigid,-5.49490097910166E-0004
AEZ7,LowIncome,qe,BAU_aESRigid,-0.050653744489
AEZ8,LowIncome,qe,BAU_aESRigid,-0.051265232265
AEZ9,LowIncome,qe,BAU_aESRigid,-9.92343574762344E-0003
AEZ10,LowIncome,qe,BAU_aESRigid,-7.49153178185225E-0003
AEZ11,LowIncome,qe,BAU_aESRigid,-0.010199627839
AEZ12,LowIncome,qe,BAU_aESRigid,-1.75669603049755E-0003
AEZ13,LowIncome,qe,BAU_aESRigid,6.09273286045209E-0007
AEZ14,LowIncome,qe,BAU_aESRigid,-1.44359760452062E-0003
AEZ15,LowIncome,qe,BAU_aESRigid,-2.42195697501302E-0003
AEZ16,LowIncome,qe,BAU_aESRigid,-6.46966509521007E-0005
AEZ1,World,qe,BAU_aESRigid,-1.11589592415839E-0003
AEZ2,World,qe,BAU_aESRigid,-3.81366070359945E-0003
AEZ3,World,qe,BAU_aESRigid,-0.0238535963
AEZ4,World,qe,BAU_aESRigid,-0.049101736397
AEZ5,World,qe,BAU_aESRigid,-0.036228958517
AEZ6,World,qe,BAU_aESRigid,0.34193620086
AEZ7,World,qe,BAU_aESRigid,-2.62215966358781E-0003
AEZ8,World,qe,BAU_aESRigid,-0.018162930384
AEZ9,World,qe,BAU_aESRigid,-0.012286901474
AEZ10,World,qe,BAU_aESRigid,-7.85359553992748E-0003
AEZ11,World,qe,BAU_aESRigid,-5.04013197496533E-0003
AEZ12,World,qe,BAU_aESRigid,-4.83437022194266E-0003
AEZ13,World,qe,BAU_aESRigid,-7.44146964279935E-0005
AEZ14,World,qe,BAU_aESRigid,1.94878928596154E-0004
AEZ15,World,qe,BAU_aESRigid,1.30705279298127E-0003
AEZ16,World,qe,BAU_aESRigid,-7.51112656871555E-0006
AEZ17,World,qe,BAU_aESRigid,4.83550252283749E-0007
AEZ18,World,qe,BAU_aESRigid,-1.35640846110618E-0006
AEZ1,HighIncome,pe,BAU_aECOLLPS,93.147293091
AEZ2,HighIncome,pe,BAU_aECOLLPS,110.05478668
AEZ3,HighIncome,pe,BAU_aECOLLPS,127.18518066
AEZ4,HighIncome,pe,BAU_aECOLLPS,133.92810059
AEZ5,HighIncome,pe,BAU_aECOLLPS,176.66976929
AEZ6,HighIncome,pe,BAU_aECOLLPS,1397.0257568
AEZ7,HighIncome,pe,BAU_aECOLLPS,87.714729309
AEZ8,HighIncome,pe,BAU_aECOLLPS,98.000198364
AEZ9,HighIncome,pe,BAU_aECOLLPS,120.98329163
AEZ10,HighIncome,pe,BAU_aECOLLPS,106.30166626
AEZ11,HighIncome,pe,BAU_aECOLLPS,118.92075348
AEZ12,HighIncome,pe,BAU_aECOLLPS,129.98686218
AEZ13,HighIncome,pe,BAU_aECOLLPS,82.923614502
AEZ14,HighIncome,pe,BAU_aECOLLPS,82.930641174
AEZ15,HighIncome,pe,BAU_aECOLLPS,77.780555725
AEZ16,HighIncome,pe,BAU_aECOLLPS,79.925743103
AEZ17,HighIncome,pe,BAU_aECOLLPS,77.780555725
AEZ18,HighIncome,pe,BAU_aECOLLPS,77.780555725
UnSkLab,HighIncome,pe,BAU_aECOLLPS,-19.934503555
SkLab,HighIncome,pe,BAU_aECOLLPS,-19.051395416
Capital,HighIncome,pe,BAU_aECOLLPS,-21.159883499
NatRes,HighIncome,pe,BAU_aECOLLPS,34.764160156
AEZ1,MidIncome,pe,BAU_aECOLLPS,100.4603653
AEZ2,MidIncome,pe,BAU_aECOLLPS,48.938228607
AEZ3,MidIncome,pe,BAU_aECOLLPS,73.314292908
AEZ4,MidIncome,pe,BAU_aECOLLPS,77.705192566
AEZ5,MidIncome,pe,BAU_aECOLLPS,113.3575592
AEZ6,MidIncome,pe,BAU_aECOLLPS,237.82104492
AEZ7,MidIncome,pe,BAU_aECOLLPS,110.27891541
AEZ8,MidIncome,pe,BAU_aECOLLPS,144.62664795
AEZ9,MidIncome,pe,BAU_aECOLLPS,167.94796753
AEZ10,MidIncome,pe,BAU_aECOLLPS,199.83525085
AEZ11,MidIncome,pe,BAU_aECOLLPS,201.27893066
AEZ12,MidIncome,pe,BAU_aECOLLPS,230.71354675
AEZ13,MidIncome,pe,BAU_aECOLLPS,150.29858398
AEZ14,MidIncome,pe,BAU_aECOLLPS,178.96009827
AEZ15,MidIncome,pe,BAU_aECOLLPS,140.17660522
AEZ16,MidIncome,pe,BAU_aECOLLPS,120.56111908
AEZ17,MidIncome,pe,BAU_aECOLLPS,166.60220337
AEZ18,MidIncome,pe,BAU_aECOLLPS,155.89631653
UnSkLab,MidIncome,pe,BAU_aECOLLPS,-14.739443779
SkLab,MidIncome,pe,BAU_aECOLLPS,-14.069135666
Capital,MidIncome,pe,BAU_aECOLLPS,-13.957659721
NatRes,MidIncome,pe,BAU_aECOLLPS,17.617708206
AEZ1,LowIncome,pe,BAU_aECOLLPS,359.73278809
