REGWLD,GDPEX,SCEN,Value
ARG,Household,BAU,13.469269753
BGD,Household,BAU,21.522356033
BRAZIL,Household,BAU,12.252656937
C_C_Amer,Household,BAU,18.924144745
CAN,Household,BAU,13.322591782
CHIHKG,Household,BAU,16.433046341
COL,Household,BAU,9.7239561081
E_Asia,Household,BAU,15.346992493
EGY,Household,BAU,35.708896637
ETH,Household,BAU,17.284179688
EU27,Household,BAU,7.5367898941
IDN,Household,BAU,13.520785332
INDIA,Household,BAU,23.176641464
JAPAN,Household,BAU,5.4107670784
KOR,Household,BAU,11.828004837
MAR,Household,BAU,14.684382439
MDG,Household,BAU,17.640741348
MEAS_NAfr,Household,BAU,10.10263443
MEX,Household,BAU,14.42206955
MYS,Household,BAU,14.171755791
NGA,Household,BAU,38.259784698
Oceania,Household,BAU,14.714752197
Oth_CEE_CIS,Household,BAU,23.152511597
Oth_Europe,Household,BAU,7.8704838753
PAK,Household,BAU,20.406736374
PHL,Household,BAU,30.117630005
POL,Household,BAU,17.712156296
R_S_Asia,Household,BAU,22.953338623
R_SE_Asia,Household,BAU,11.409942627
Russia,Household,BAU,15.349210739
S_o_Amer,Household,BAU,12.733039856
S_S_AFR,Household,BAU,27.284519196
TUR,Household,BAU,22.961158752
USA,Household,BAU,8.9289932251
VNM,Household,BAU,28.743013382
XAC,Household,BAU,32.849861145
ZAF,Household,BAU,15.280303001
World,Household,BAU,10.795381546
ARG,Investment,BAU,5.3277096748
BGD,Investment,BAU,9.1781654358
BRAZIL,Investment,BAU,6.0497431755
C_C_Amer,Investment,BAU,6.3853535652
CAN,Investment,BAU,6.1807761192
CHIHKG,Investment,BAU,18.963758469
COL,Investment,BAU,7.0342516899
E_Asia,Investment,BAU,11.617963791
EGY,Investment,BAU,5.0536737442
ETH,Investment,BAU,12.212022781
EU27,Investment,BAU,4.1915211678
IDN,Investment,BAU,10.486661911
INDIA,Investment,BAU,12.07399559
JAPAN,Investment,BAU,3.8631453514
KOR,Investment,BAU,10.236633301
MAR,Investment,BAU,9.9954986572
MDG,Investment,BAU,2.571893692
MEAS_NAfr,Investment,BAU,8.4294567108
MEX,Investment,BAU,6.5174279213
MYS,Investment,BAU,9.0816020966
NGA,Investment,BAU,6.5417766571
Oceania,Investment,BAU,7.5049233437
Oth_CEE_CIS,Investment,BAU,8.7772903442
Oth_Europe,Investment,BAU,6.7939486504
PAK,Investment,BAU,5.2549681664
PHL,Investment,BAU,8.4528217316
POL,Investment,BAU,6.9677772522
R_S_Asia,Investment,BAU,9.6502313614
R_SE_Asia,Investment,BAU,10.710058212
Russia,Investment,BAU,6.5574855804
S_o_Amer,Investment,BAU,7.6285409927
S_S_AFR,Investment,BAU,8.9737071991
TUR,Investment,BAU,7.6663408279
USA,Investment,BAU,4.4467930794
VNM,Investment,BAU,10.968943596
XAC,Investment,BAU,8.339015007
ZAF,Investment,BAU,6.1373100281
World,Investment,BAU,6.5920724869
ARG,Government,BAU,3.3995862007
BGD,Government,BAU,1.7742254734
BRAZIL,Government,BAU,3.9285054207
C_C_Amer,Government,BAU,4.7021574974
CAN,Government,BAU,4.7572493553
CHIHKG,Government,BAU,6.2710800171
COL,Government,BAU,2.9071865082
E_Asia,Government,BAU,5.5826497078
EGY,Government,BAU,5.9412136078
ETH,Government,BAU,3.1698653698
EU27,Government,BAU,2.7942466736
IDN,Government,BAU,2.7497596741
INDIA,Government,BAU,4.9294362068
JAPAN,Government,BAU,1.8637757301
KOR,Government,BAU,3.686851263
MAR,Government,BAU,5.8065471649
MDG,Government,BAU,2.0967054367
MEAS_NAfr,Government,BAU,4.6131339073
MEX,Government,BAU,2.6615591049
MYS,Government,BAU,3.8207931519
NGA,Government,BAU,6.6540045738
Oceania,Government,BAU,4.6537284851
Oth_CEE_CIS,Government,BAU,6.4384403229
Oth_Europe,Government,BAU,2.4839196205
PAK,Government,BAU,3.7129461765
PHL,Government,BAU,4.8478999138
POL,Government,BAU,5.6773700714
R_S_Asia,Government,BAU,3.5718848705
R_SE_Asia,Government,BAU,4.0212230682
Russia,Government,BAU,5.4052357674
S_o_Amer,Government,BAU,3.2713370323
S_S_AFR,Government,BAU,6.4399347305
TUR,Government,BAU,5.5003967285
USA,Government,BAU,1.7746238708
VNM,Government,BAU,3.1088914871
XAC,Government,BAU,12.803691864
ZAF,Government,BAU,5.4464616776
World,Government,BAU,3.2332472801
ARG,Exports,BAU,2.1022565365
BGD,Exports,BAU,4.2151899338
BRAZIL,Exports,BAU,0.99019813538
C_C_Amer,Exports,BAU,5.565656662
CAN,Exports,BAU,1.951196909
CHIHKG,Exports,BAU,15.351988792
COL,Exports,BAU,-0.30429527164
E_Asia,Exports,BAU,30.494701385
EGY,Exports,BAU,4.4718308449
ETH,Exports,BAU,1.2223931551
EU27,Exports,BAU,2.8394174576
IDN,Exports,BAU,3.3970856667
INDIA,Exports,BAU,10.502706528
JAPAN,Exports,BAU,1.4988436699
KOR,Exports,BAU,10.410810471
MAR,Exports,BAU,5.0330901146
MDG,Exports,BAU,-0.46772509813
MEAS_NAfr,Exports,BAU,3.0014295578
MEX,Exports,BAU,4.2462182045
MYS,Exports,BAU,19.59734726
NGA,Exports,BAU,5.7821121216
Oceania,Exports,BAU,2.1011250019
Oth_CEE_CIS,Exports,BAU,8.1198377609
Oth_Europe,Exports,BAU,1.9534385204
PAK,Exports,BAU,5.0510878563
PHL,Exports,BAU,8.5726451874
POL,Exports,BAU,9.4052000046
R_S_Asia,Exports,BAU,3.3263604641
R_SE_Asia,Exports,BAU,19.707965851
Russia,Exports,BAU,4.5041918755
S_o_Amer,Exports,BAU,1.5329524279
S_S_AFR,Exports,BAU,6.7051091194
TUR,Exports,BAU,7.9320926666
USA,Exports,BAU,0.013935114257
VNM,Exports,BAU,27.319959641
XAC,Exports,BAU,8.3815107346
ZAF,Exports,BAU,6.2999668121
World,Exports,BAU,4.229534626
ARG,IntnlMargins,BAU,0.017063288018
BGD,IntnlMargins,BAU,5.32322628714610E-0005
BRAZIL,IntnlMargins,BAU,0.024667056277
C_C_Amer,IntnlMargins,BAU,0.072814054787
CAN,IntnlMargins,BAU,0.056596718729
CHIHKG,IntnlMargins,BAU,0.163831532
COL,IntnlMargins,BAU,0.022780559957
E_Asia,IntnlMargins,BAU,0.28840148449
EGY,IntnlMargins,BAU,0.071812346578
ETH,IntnlMargins,BAU,0.091763183475
EU27,IntnlMargins,BAU,0.251521945
IDN,IntnlMargins,BAU,2.30974913574755E-0003
INDIA,IntnlMargins,BAU,0.18798922002
JAPAN,IntnlMargins,BAU,0.23433747888
KOR,IntnlMargins,BAU,0.68944358826
MAR,IntnlMargins,BAU,0.19294090569
MDG,IntnlMargins,BAU,0.016575787216
MEAS_NAfr,IntnlMargins,BAU,0.12785631418
MEX,IntnlMargins,BAU,0.012640120462
MYS,IntnlMargins,BAU,0.300260216
NGA,IntnlMargins,BAU,0.044464942068
Oceania,IntnlMargins,BAU,0.023937180638
Oth_CEE_CIS,IntnlMargins,BAU,0.39515098929
Oth_Europe,IntnlMargins,BAU,0.3356872797
PAK,IntnlMargins,BAU,0.039950568229
PHL,IntnlMargins,BAU,0.083349242806
POL,IntnlMargins,BAU,0.45624911785
R_S_Asia,IntnlMargins,BAU,0.088145047426
R_SE_Asia,IntnlMargins,BAU,1.66520679
Russia,IntnlMargins,BAU,0.069397687912
S_o_Amer,IntnlMargins,BAU,0.10025068372
S_S_AFR,IntnlMargins,BAU,0.12236618996
TUR,IntnlMargins,BAU,0.13742090762
USA,IntnlMargins,BAU,0.029225535691
VNM,IntnlMargins,BAU,0.11436911672
XAC,IntnlMargins,BAU,5.35214785486460E-0003
ZAF,IntnlMargins,BAU,6.89607625827193E-0003
World,IntnlMargins,BAU,0.15029729903
ARG,Imports,BAU,-3.0535182953
BGD,Imports,BAU,-5.9060082436
BRAZIL,Imports,BAU,-3.4008507729
C_C_Amer,Imports,BAU,-8.1077508926
CAN,Imports,BAU,-4.7672243118
CHIHKG,Imports,BAU,-5.9421815872
COL,Imports,BAU,-4.7892456055
E_Asia,Imports,BAU,-15.606245041
EGY,Imports,BAU,-8.5121135712
ETH,Imports,BAU,-4.7312755585
EU27,Imports,BAU,-4.1470909119
IDN,Imports,BAU,-6.6947212219
INDIA,Imports,BAU,-5.928809166
JAPAN,Imports,BAU,-2.4708757401
KOR,Imports,BAU,-8.3071775436
MAR,Imports,BAU,-9.9724349976
MDG,Imports,BAU,-2.9994177818
MEAS_NAfr,Imports,BAU,-8.961561203
MEX,Imports,BAU,-6.3651275635
MYS,Imports,BAU,-17.498796463
NGA,Imports,BAU,-2.1164476871
Oceania,Imports,BAU,-4.8263888359
Oth_CEE_CIS,Imports,BAU,-9.3390302658
Oth_Europe,Imports,BAU,-5.2428073883
PAK,Imports,BAU,-6.4496097565
PHL,Imports,BAU,-11.883810043
POL,Imports,BAU,-9.1983442307
R_S_Asia,Imports,BAU,-9.7131032944
R_SE_Asia,Imports,BAU,-19.540309906
Russia,Imports,BAU,-5.2691793442
S_o_Amer,Imports,BAU,-5.1039481163
S_S_AFR,Imports,BAU,-10.885905266
TUR,Imports,BAU,-8.7746772766
USA,Imports,BAU,-2.1442174911
VNM,Imports,BAU,-33.180038452
XAC,Imports,BAU,-12.570430756
ZAF,Imports,BAU,-7.0081701279
World,Imports,BAU,-4.4962062836
ARG,Household,BAU_noES,17.190713882
BGD,Household,BAU_noES,27.77041626
BRAZIL,Household,BAU_noES,16.510126114
C_C_Amer,Household,BAU_noES,23.066223145
CAN,Household,BAU_noES,20.697345734
CHIHKG,Household,BAU_noES,19.929264069
COL,Household,BAU_noES,15.460095406
E_Asia,Household,BAU_noES,21.797592163
EGY,Household,BAU_noES,47.325885773
ETH,Household,BAU_noES,21.936916351
EU27,Household,BAU_noES,8.8936281204
IDN,Household,BAU_noES,18.836666107
INDIA,Household,BAU_noES,25.383953094
JAPAN,Household,BAU_noES,4.7386550903
KOR,Household,BAU_noES,11.098029137
MAR,Household,BAU_noES,17.790090561
MDG,Household,BAU_noES,27.417385101
MEAS_NAfr,Household,BAU_noES,19.367214203
MEX,Household,BAU_noES,20.042339325
MYS,Household,BAU_noES,19.102436066
NGA,Household,BAU_noES,57.820026398
Oceania,Household,BAU_noES,23.672740936
Oth_CEE_CIS,Household,BAU_noES,33.840911865
Oth_Europe,Household,BAU_noES,12.655800819
PAK,Household,BAU_noES,21.712795258
PHL,Household,BAU_noES,39.36510849
POL,Household,BAU_noES,21.50289917
R_S_Asia,Household,BAU_noES,29.043745041
R_SE_Asia,Household,BAU_noES,10.689600945
Russia,Household,BAU_noES,25.690486908
S_o_Amer,Household,BAU_noES,19.508563995
S_S_AFR,Household,BAU_noES,39.713294983
TUR,Household,BAU_noES,26.838481903
USA,Household,BAU_noES,11.644388199
VNM,Household,BAU_noES,39.563575745
XAC,Household,BAU_noES,51.692802429
ZAF,Household,BAU_noES,20.575166702
World,Household,BAU_noES,14.249333382
ARG,Investment,BAU_noES,7.7429895401
BGD,Investment,BAU_noES,11.59608078
BRAZIL,Investment,BAU_noES,8.7957611084
C_C_Amer,Investment,BAU_noES,8.9768943787
CAN,Investment,BAU_noES,8.2212200165
CHIHKG,Investment,BAU_noES,25.224449158
COL,Investment,BAU_noES,10.391215324
E_Asia,Investment,BAU_noES,14.97752285
EGY,Investment,BAU_noES,6.131567955
ETH,Investment,BAU_noES,15.269678116
EU27,Investment,BAU_noES,6.1937685013
IDN,Investment,BAU_noES,14.315723419
INDIA,Investment,BAU_noES,15.557932854
JAPAN,Investment,BAU_noES,5.911842823
KOR,Investment,BAU_noES,14.8201437
MAR,Investment,BAU_noES,14.324611664
MDG,Investment,BAU_noES,3.1794581413
MEAS_NAfr,Investment,BAU_noES,11.490882874
MEX,Investment,BAU_noES,9.4637956619
MYS,Investment,BAU_noES,12.590197563
NGA,Investment,BAU_noES,5.9262356758
Oceania,Investment,BAU_noES,9.5881385803
Oth_CEE_CIS,Investment,BAU_noES,10.70377636
Oth_Europe,Investment,BAU_noES,9.9871702194
PAK,Investment,BAU_noES,7.8582782745
PHL,Investment,BAU_noES,10.658419609
POL,Investment,BAU_noES,9.6252059937
R_S_Asia,Investment,BAU_noES,12.887308121
R_SE_Asia,Investment,BAU_noES,16.098991394
Russia,Investment,BAU_noES,8.198677063
S_o_Amer,Investment,BAU_noES,10.797693253
S_S_AFR,Investment,BAU_noES,10.346840858
TUR,Investment,BAU_noES,10.585418701
USA,Investment,BAU_noES,6.3724107742
VNM,Investment,BAU_noES,14.135688782
XAC,Investment,BAU_noES,10.026929855
ZAF,Investment,BAU_noES,8.4010877609
World,Investment,BAU_noES,8.9544038773
ARG,Government,BAU_noES,4.6639976501
BGD,Government,BAU_noES,2.7352516651
BRAZIL,Government,BAU_noES,5.7355055809
C_C_Amer,Government,BAU_noES,6.199341774
CAN,Government,BAU_noES,7.4975194931
CHIHKG,Government,BAU_noES,8.3965396881
COL,Government,BAU_noES,4.6482658386
E_Asia,Government,BAU_noES,8.5135145187
EGY,Government,BAU_noES,8.3334922791
ETH,Government,BAU_noES,4.7558689117
EU27,Government,BAU_noES,3.5241920948
IDN,Government,BAU_noES,4.2504792213
INDIA,Government,BAU_noES,5.8953514099
JAPAN,Government,BAU_noES,1.8884341717
KOR,Government,BAU_noES,3.9399905205
MAR,Government,BAU_noES,7.8382325172
MDG,Government,BAU_noES,3.7044725418
MEAS_NAfr,Government,BAU_noES,8.8647556305
MEX,Government,BAU_noES,3.9315502644
MYS,Government,BAU_noES,5.5999112129
NGA,Government,BAU_noES,10.035372734
Oceania,Government,BAU_noES,7.4080820084
Oth_CEE_CIS,Government,BAU_noES,10.061520576
Oth_Europe,Government,BAU_noES,4.0539984703
PAK,Government,BAU_noES,4.456548214
PHL,Government,BAU_noES,6.8670940399
POL,Government,BAU_noES,7.3500566483
R_S_Asia,Government,BAU_noES,4.815507412
R_SE_Asia,Government,BAU_noES,4.479619503
Russia,Government,BAU_noES,9.1375904083
S_o_Amer,Government,BAU_noES,5.2562236786
S_S_AFR,Government,BAU_noES,10.11775589
TUR,Government,BAU_noES,6.8514909744
USA,Government,BAU_noES,2.4228591919
VNM,Government,BAU_noES,4.6428561211
XAC,Government,BAU_noES,22.149606705
ZAF,Government,BAU_noES,7.8669781685
World,Government,BAU_noES,4.518966198
ARG,Exports,BAU_noES,3.2522630692
BGD,Exports,BAU_noES,6.532351017
BRAZIL,Exports,BAU_noES,1.1411221027
C_C_Amer,Exports,BAU_noES,8.8447580338
CAN,Exports,BAU_noES,-0.36660939455
CHIHKG,Exports,BAU_noES,26.22784996
COL,Exports,BAU_noES,-1.3531050682
E_Asia,Exports,BAU_noES,41.335811615
EGY,Exports,BAU_noES,6.091905117
ETH,Exports,BAU_noES,2.0040061474
EU27,Exports,BAU_noES,4.3642034531
IDN,Exports,BAU_noES,4.1999931335
INDIA,Exports,BAU_noES,21.602579117
JAPAN,Exports,BAU_noES,4.1954655647
KOR,Exports,BAU_noES,19.029281616
MAR,Exports,BAU_noES,7.8003664017
MDG,Exports,BAU_noES,-2.1818373203
MEAS_NAfr,Exports,BAU_noES,2.0689029694
MEX,Exports,BAU_noES,4.0697698593
MYS,Exports,BAU_noES,25.188043594
NGA,Exports,BAU_noES,6.9230942726
Oceania,Exports,BAU_noES,1.2729480267
Oth_CEE_CIS,Exports,BAU_noES,7.9451079369
Oth_Europe,Exports,BAU_noES,-0.55113613605
PAK,Exports,BAU_noES,13.256358147
PHL,Exports,BAU_noES,13.010382652
POL,Exports,BAU_noES,14.312277794
R_S_Asia,Exports,BAU_noES,5.5847988129
R_SE_Asia,Exports,BAU_noES,26.314315796
Russia,Exports,BAU_noES,5.5702695847
S_o_Amer,Exports,BAU_noES,0.74017089605
S_S_AFR,Exports,BAU_noES,7.039144516
TUR,Exports,BAU_noES,16.017309189
USA,Exports,BAU_noES,0.033860355616
VNM,Exports,BAU_noES,35.034996033
XAC,Exports,BAU_noES,7.7029728889
ZAF,Exports,BAU_noES,8.0199356079
World,Exports,BAU_noES,6.6219191551
ARG,IntnlMargins,BAU_noES,0.030944742262
BGD,IntnlMargins,BAU_noES,6.87736828695051E-0005
BRAZIL,IntnlMargins,BAU_noES,0.039715688676
C_C_Amer,IntnlMargins,BAU_noES,0.12705524266
CAN,IntnlMargins,BAU_noES,0.07467751205
CHIHKG,IntnlMargins,BAU_noES,0.26046285033
COL,IntnlMargins,BAU_noES,0.018078565598
E_Asia,IntnlMargins,BAU_noES,0.386510849
EGY,IntnlMargins,BAU_noES,0.10109832883
ETH,IntnlMargins,BAU_noES,0.11414317787
EU27,IntnlMargins,BAU_noES,0.44578662515
IDN,IntnlMargins,BAU_noES,3.96879715844989E-0003
INDIA,IntnlMargins,BAU_noES,0.37978723645
JAPAN,IntnlMargins,BAU_noES,0.48272162676
KOR,IntnlMargins,BAU_noES,1.3598668575
MAR,IntnlMargins,BAU_noES,0.32874017954
MDG,IntnlMargins,BAU_noES,0.016300989315
MEAS_NAfr,IntnlMargins,BAU_noES,0.1577373296
MEX,IntnlMargins,BAU_noES,0.020782556385
MYS,IntnlMargins,BAU_noES,0.47347399592
NGA,IntnlMargins,BAU_noES,0.03473380208
Oceania,IntnlMargins,BAU_noES,0.019674843177
Oth_CEE_CIS,IntnlMargins,BAU_noES,0.56092357635
Oth_Europe,IntnlMargins,BAU_noES,0.48169589043
PAK,IntnlMargins,BAU_noES,0.074396952987
PHL,IntnlMargins,BAU_noES,0.13060559332
POL,IntnlMargins,BAU_noES,0.76524287462
R_S_Asia,IntnlMargins,BAU_noES,0.14099031687
R_SE_Asia,IntnlMargins,BAU_noES,3.1071116924
Russia,IntnlMargins,BAU_noES,0.059669967741
S_o_Amer,IntnlMargins,BAU_noES,0.13231383264
S_S_AFR,IntnlMargins,BAU_noES,0.15596459806
TUR,IntnlMargins,BAU_noES,0.23271222413
USA,IntnlMargins,BAU_noES,0.049693156034
VNM,IntnlMargins,BAU_noES,0.14711236954
XAC,IntnlMargins,BAU_noES,4.63442830368876E-0003
ZAF,IntnlMargins,BAU_noES,0.011179704219
World,IntnlMargins,BAU_noES,0.23759606481
ARG,Imports,BAU_noES,-4.7412009239
BGD,Imports,BAU_noES,-7.4298086166
BRAZIL,Imports,BAU_noES,-5.9826231003
C_C_Amer,Imports,BAU_noES,-10.497218132
CAN,Imports,BAU_noES,-7.5897879601
CHIHKG,Imports,BAU_noES,-10.087878227
COL,Imports,BAU_noES,-9.90620327
E_Asia,Imports,BAU_noES,-21.96979332
EGY,Imports,BAU_noES,-10.3396492
ETH,Imports,BAU_noES,-5.0178847313
EU27,Imports,BAU_noES,-5.7635707855
IDN,Imports,BAU_noES,-10.358680725
INDIA,Imports,BAU_noES,-8.2087907791
JAPAN,Imports,BAU_noES,-3.5345804691
KOR,Imports,BAU_noES,-12.116792679
MAR,Imports,BAU_noES,-13.833668709
MDG,Imports,BAU_noES,-7.0151391029
MEAS_NAfr,Imports,BAU_noES,-19.116903305
MEX,Imports,BAU_noES,-9.0606136322
MYS,Imports,BAU_noES,-23.617042542
NGA,Imports,BAU_noES,-4.869533062
Oceania,Imports,BAU_noES,-9.7624540329
Oth_CEE_CIS,Imports,BAU_noES,-12.694072723
Oth_Europe,Imports,BAU_noES,-8.1332035065
PAK,Imports,BAU_noES,-9.9876012802
PHL,Imports,BAU_noES,-15.683751106
POL,Imports,BAU_noES,-12.054307938
R_S_Asia,Imports,BAU_noES,-12.519857407
R_SE_Asia,Imports,BAU_noES,-23.530052185
Russia,Imports,BAU_noES,-13.137495041
S_o_Amer,Imports,BAU_noES,-9.7838745117
S_S_AFR,Imports,BAU_noES,-15.174277306
TUR,Imports,BAU_noES,-12.892739296
USA,Imports,BAU_noES,-3.4232828617
VNM,Imports,BAU_noES,-43.548526764
XAC,Imports,BAU_noES,-22.982572556
ZAF,Imports,BAU_noES,-10.017183304
World,Imports,BAU_noES,-7.0270910263
ARG,Household,BAU_aES,-0.051320519298
BGD,Household,BAU_aES,-2.7829248905
BRAZIL,Household,BAU_aES,-0.029728770256
C_C_Amer,Household,BAU_aES,-0.34729444981
CAN,Household,BAU_aES,0.19326113164
CHIHKG,Household,BAU_aES,-0.30558359623
COL,Household,BAU_aES,0.22869773209
E_Asia,Household,BAU_aES,0.071789890528
EGY,Household,BAU_aES,-0.640386343
ETH,Household,BAU_aES,0.17286580801
EU27,Household,BAU_aES,-0.080028936267
IDN,Household,BAU_aES,-0.19164720178
INDIA,Household,BAU_aES,-0.514983356
JAPAN,Household,BAU_aES,-0.23568296432
KOR,Household,BAU_aES,-0.39779990911
MAR,Household,BAU_aES,0.099568977952
MDG,Household,BAU_aES,-0.64880090952
MEAS_NAfr,Household,BAU_aES,0.47877252102
MEX,Household,BAU_aES,0.091247558594
MYS,Household,BAU_aES,-0.26039263606
NGA,Household,BAU_aES,0.095153450966
Oceania,Household,BAU_aES,0.30083149672
Oth_CEE_CIS,Household,BAU_aES,0.1606092155
Oth_Europe,Household,BAU_aES,0.15076507628
PAK,Household,BAU_aES,-0.034858465195
PHL,Household,BAU_aES,0.22464436293
POL,Household,BAU_aES,-0.19609686732
R_S_Asia,Household,BAU_aES,-0.65512931347
R_SE_Asia,Household,BAU_aES,-0.39005634189
Russia,Household,BAU_aES,0.36411398649
S_o_Amer,Household,BAU_aES,0.13162018359
S_S_AFR,Household,BAU_aES,0.20058234036
TUR,Household,BAU_aES,-0.30325636268
USA,Household,BAU_aES,-0.027102218941
VNM,Household,BAU_aES,5.91258937492967E-0003
XAC,Household,BAU_aES,1.5799742937
ZAF,Household,BAU_aES,6.63202069699764E-0003
World,Household,BAU_aES,-0.065306775272
ARG,Investment,BAU_aES,-0.01238746848
BGD,Investment,BAU_aES,-0.018195429817
BRAZIL,Investment,BAU_aES,-0.014506788924
C_C_Amer,Investment,BAU_aES,-0.010883778334
CAN,Investment,BAU_aES,-0.012394042686
CHIHKG,Investment,BAU_aES,-0.026011766866
COL,Investment,BAU_aES,-0.021716954187
E_Asia,Investment,BAU_aES,-0.016111876816
EGY,Investment,BAU_aES,-7.02444836497307E-0003
ETH,Investment,BAU_aES,-0.026469467208
EU27,Investment,BAU_aES,-0.011098165065
IDN,Investment,BAU_aES,-0.026960948482
INDIA,Investment,BAU_aES,-0.021292801946
JAPAN,Investment,BAU_aES,-0.011911276728
KOR,Investment,BAU_aES,-0.020472591743
MAR,Investment,BAU_aES,-0.032475613058
MDG,Investment,BAU_aES,-7.41678616032004E-0003
MEAS_NAfr,Investment,BAU_aES,-0.020629931241
MEX,Investment,BAU_aES,-0.01271387469
MYS,Investment,BAU_aES,-0.016843060032
NGA,Investment,BAU_aES,-3.30176530405879E-0003
Oceania,Investment,BAU_aES,-0.015504164621
Oth_CEE_CIS,Investment,BAU_aES,-0.015987532213
Oth_Europe,Investment,BAU_aES,-0.019677549601
PAK,Investment,BAU_aES,-0.011373595335
PHL,Investment,BAU_aES,-0.010276736692
POL,Investment,BAU_aES,-0.014772984199
R_S_Asia,Investment,BAU_aES,-0.021834868938
R_SE_Asia,Investment,BAU_aES,-0.0276193358
Russia,Investment,BAU_aES,-0.013778704219
S_o_Amer,Investment,BAU_aES,-0.018244033679
S_S_AFR,Investment,BAU_aES,-0.013878286816
TUR,Investment,BAU_aES,-0.013001893647
USA,Investment,BAU_aES,-0.011989734136
VNM,Investment,BAU_aES,-0.01818232052
XAC,Investment,BAU_aES,-2.22858041524887E-0003
ZAF,Investment,BAU_aES,-9.21225640922785E-0003
World,Investment,BAU_aES,-0.016020124778
ARG,Government,BAU_aES,1.94628769531846E-0003
BGD,Government,BAU_aES,0.20310646296
BRAZIL,Government,BAU_aES,0.029863104224
C_C_Amer,Government,BAU_aES,-0.031739197671
CAN,Government,BAU_aES,0.079837650061
CHIHKG,Government,BAU_aES,-0.036562081426
COL,Government,BAU_aES,0.059182673693
E_Asia,Government,BAU_aES,0.037419065833
EGY,Government,BAU_aES,2.57102632895112E-0003
ETH,Government,BAU_aES,-0.072201743722
EU27,Government,BAU_aES,-0.016267208382
IDN,Government,BAU_aES,0.037175945938
INDIA,Government,BAU_aES,-0.066733323038
JAPAN,Government,BAU_aES,-0.051742322743
KOR,Government,BAU_aES,-0.083112150431
MAR,Government,BAU_aES,-9.64294653385878E-0003
MDG,Government,BAU_aES,0.08261333406
MEAS_NAfr,Government,BAU_aES,0.20017616451
MEX,Government,BAU_aES,0.027573948726
MYS,Government,BAU_aES,0.021572327241
NGA,Government,BAU_aES,0.048072706908
Oceania,Government,BAU_aES,0.081470608711
Oth_CEE_CIS,Government,BAU_aES,0.068223461509
Oth_Europe,Government,BAU_aES,0.058328256011
PAK,Government,BAU_aES,-0.041370932013
PHL,Government,BAU_aES,0.014277148992
POL,Government,BAU_aES,-0.039124801755
R_S_Asia,Government,BAU_aES,-6.48967502638698E-0003
R_SE_Asia,Government,BAU_aES,-0.06951431185
Russia,Government,BAU_aES,0.10865417868
S_o_Amer,Government,BAU_aES,0.058846153319
S_S_AFR,Government,BAU_aES,0.07386418432
TUR,Government,BAU_aES,-0.045393038541
USA,Government,BAU_aES,4.32041659951210E-0003
VNM,Government,BAU_aES,0.024263607338
XAC,Government,BAU_aES,0.13320277631
ZAF,Government,BAU_aES,0.030476236716
World,Government,BAU_aES,9.14114434272051E-0003
ARG,Exports,BAU_aES,0.07707310468
BGD,Exports,BAU_aES,0.66457378864
BRAZIL,Exports,BAU_aES,0.019297707826
C_C_Amer,Exports,BAU_aES,0.15163627267
CAN,Exports,BAU_aES,-0.16315880418
CHIHKG,Exports,BAU_aES,0.27048438787
COL,Exports,BAU_aES,-4.68659074977040E-0003
E_Asia,Exports,BAU_aES,-0.028176099062
EGY,Exports,BAU_aES,0.044926822186
ETH,Exports,BAU_aES,-0.21938812733
EU27,Exports,BAU_aES,0.10228405148
IDN,Exports,BAU_aES,-0.12110826373
INDIA,Exports,BAU_aES,0.35547012091
JAPAN,Exports,BAU_aES,0.24974440038
KOR,Exports,BAU_aES,0.39746850729
MAR,Exports,BAU_aES,0.16588410735
MDG,Exports,BAU_aES,-0.49387586117
MEAS_NAfr,Exports,BAU_aES,-6.72780023887753E-0003
MEX,Exports,BAU_aES,-0.086463399231
MYS,Exports,BAU_aES,-0.12841795385
NGA,Exports,BAU_aES,-0.12646149099
Oceania,Exports,BAU_aES,-0.027316208929
Oth_CEE_CIS,Exports,BAU_aES,-0.17552700639
Oth_Europe,Exports,BAU_aES,-0.19823752344
PAK,Exports,BAU_aES,0.3746188879
PHL,Exports,BAU_aES,-9.06907301396131E-0003
POL,Exports,BAU_aES,0.12284996361
R_S_Asia,Exports,BAU_aES,0.14252078533
R_SE_Asia,Exports,BAU_aES,-0.14555263519
Russia,Exports,BAU_aES,0.053410638124
S_o_Amer,Exports,BAU_aES,-0.091102741659
S_S_AFR,Exports,BAU_aES,-0.082045279443
TUR,Exports,BAU_aES,0.30501532555
USA,Exports,BAU_aES,0.020916480571
VNM,Exports,BAU_aES,3.64282866939902E-0003
XAC,Exports,BAU_aES,0.36546802521
ZAF,Exports,BAU_aES,-0.016311375424
World,Exports,BAU_aES,0.090153172612
ARG,IntnlMargins,BAU_aES,3.71905072825030E-0004
BGD,IntnlMargins,BAU_aES,1.63304434863676E-0006
BRAZIL,IntnlMargins,BAU_aES,5.31144614797086E-0004
C_C_Amer,IntnlMargins,BAU_aES,2.60156393051147E-0003
CAN,IntnlMargins,BAU_aES,-1.12520516267978E-0004
CHIHKG,IntnlMargins,BAU_aES,3.21846711449325E-0003
COL,IntnlMargins,BAU_aES,-8.39716172777116E-0004
E_Asia,IntnlMargins,BAU_aES,2.07057548686862E-0003
EGY,IntnlMargins,BAU_aES,2.14435951784253E-0003
ETH,IntnlMargins,BAU_aES,-5.95026183873415E-0003
