ENDW,AACT,AREGWLD,FACRES,SCEN,Value
AEZ4,Services,MidIncome,pfe,SRLand,-2.4758632183
AEZ5,Services,MidIncome,pfe,SRLand,-2.4426524639
AEZ6,Services,MidIncome,pfe,SRLand,-1.6230046749
AEZ7,Services,MidIncome,pfe,SRLand,-3.3852951527
AEZ8,Services,MidIncome,pfe,SRLand,-3.2447395325
AEZ9,Services,MidIncome,pfe,SRLand,-2.6164801121
AEZ10,Services,MidIncome,pfe,SRLand,-2.4489295483
AEZ11,Services,MidIncome,pfe,SRLand,-1.4383887053
AEZ12,Services,MidIncome,pfe,SRLand,-1.6048810482
AEZ13,Services,MidIncome,pfe,SRLand,-3.364484787
AEZ14,Services,MidIncome,pfe,SRLand,-3.0780029297
AEZ15,Services,MidIncome,pfe,SRLand,-3.0640895367
AEZ16,Services,MidIncome,pfe,SRLand,-4.0511975288
AEZ17,Services,MidIncome,pfe,SRLand,-4.2382283211
AEZ18,Services,MidIncome,pfe,SRLand,-4.1299972534
UnSkLab,Services,MidIncome,pfe,SRLand,0.11136640608
SkLab,Services,MidIncome,pfe,SRLand,0.082729794085
Capital,Services,MidIncome,pfe,SRLand,0.11318789423
NatRes,Services,MidIncome,pfe,SRLand,0.17349499464
AEZ1,AgrFishFor,LowIncome,pfe,SRLand,-17.20806694
AEZ2,AgrFishFor,LowIncome,pfe,SRLand,-17.222414017
AEZ3,AgrFishFor,LowIncome,pfe,SRLand,-15.211627007
AEZ4,AgrFishFor,LowIncome,pfe,SRLand,-16.063234329
AEZ5,AgrFishFor,LowIncome,pfe,SRLand,-14.691843033
AEZ6,AgrFishFor,LowIncome,pfe,SRLand,-10.846997261
AEZ7,AgrFishFor,LowIncome,pfe,SRLand,-8.163901329
AEZ8,AgrFishFor,LowIncome,pfe,SRLand,-5.2419996262
AEZ9,AgrFishFor,LowIncome,pfe,SRLand,-6.7360200882
AEZ10,AgrFishFor,LowIncome,pfe,SRLand,-5.4486250877
AEZ11,AgrFishFor,LowIncome,pfe,SRLand,-5.202293396
AEZ12,AgrFishFor,LowIncome,pfe,SRLand,-5.7644376755
AEZ13,AgrFishFor,LowIncome,pfe,SRLand,-15.495635986
AEZ14,AgrFishFor,LowIncome,pfe,SRLand,-7.3034353256
AEZ15,AgrFishFor,LowIncome,pfe,SRLand,-6.5349621773
AEZ16,AgrFishFor,LowIncome,pfe,SRLand,-9.7195577621
AEZ17,AgrFishFor,LowIncome,pfe,SRLand,-17.399637222
AEZ18,AgrFishFor,LowIncome,pfe,SRLand,-18.168441772
UnSkLab,AgrFishFor,LowIncome,pfe,SRLand,0.10608596355
SkLab,AgrFishFor,LowIncome,pfe,SRLand,0.099393211305
Capital,AgrFishFor,LowIncome,pfe,SRLand,0.10256053507
NatRes,AgrFishFor,LowIncome,pfe,SRLand,0.19940678775
AEZ1,MinManuf,LowIncome,pfe,SRLand,-14.86628437
AEZ2,MinManuf,LowIncome,pfe,SRLand,-14.912846565
AEZ3,MinManuf,LowIncome,pfe,SRLand,-14.916679382
AEZ4,MinManuf,LowIncome,pfe,SRLand,-14.97145462
AEZ5,MinManuf,LowIncome,pfe,SRLand,-14.944395065
AEZ6,MinManuf,LowIncome,pfe,SRLand,-10.780093193
AEZ7,MinManuf,LowIncome,pfe,SRLand,-14.926403999
AEZ8,MinManuf,LowIncome,pfe,SRLand,-14.052718163
AEZ9,MinManuf,LowIncome,pfe,SRLand,-4.3388376236
AEZ10,MinManuf,LowIncome,pfe,SRLand,-1.3055877686
AEZ11,MinManuf,LowIncome,pfe,SRLand,-6.860888958
AEZ12,MinManuf,LowIncome,pfe,SRLand,-7.8097696304
AEZ13,MinManuf,LowIncome,pfe,SRLand,-14.826760292
AEZ14,MinManuf,LowIncome,pfe,SRLand,-9.6644096375
AEZ15,MinManuf,LowIncome,pfe,SRLand,-4.4916687012
AEZ16,MinManuf,LowIncome,pfe,SRLand,-7.0695729256
AEZ17,MinManuf,LowIncome,pfe,SRLand,-14.953949928
AEZ18,MinManuf,LowIncome,pfe,SRLand,-15.013333321
UnSkLab,MinManuf,LowIncome,pfe,SRLand,0.101294972
SkLab,MinManuf,LowIncome,pfe,SRLand,0.096042096615
Capital,MinManuf,LowIncome,pfe,SRLand,0.098686940968
NatRes,MinManuf,LowIncome,pfe,SRLand,0.25154420733
AEZ1,Services,LowIncome,pfe,SRLand,-6.1869215965
AEZ2,Services,LowIncome,pfe,SRLand,-6.2074480057
AEZ3,Services,LowIncome,pfe,SRLand,-6.2091383934
AEZ4,Services,LowIncome,pfe,SRLand,-6.2332930565
AEZ5,Services,LowIncome,pfe,SRLand,-6.2213602066
AEZ6,Services,LowIncome,pfe,SRLand,-4.4112291336
AEZ7,Services,LowIncome,pfe,SRLand,-6.2134246826
AEZ8,Services,LowIncome,pfe,SRLand,-5.8293714523
AEZ9,Services,LowIncome,pfe,SRLand,-1.7085914612
AEZ10,Services,LowIncome,pfe,SRLand,-0.4736803472
AEZ11,Services,LowIncome,pfe,SRLand,-2.7533934116
AEZ12,Services,LowIncome,pfe,SRLand,-3.1508710384
AEZ13,Services,LowIncome,pfe,SRLand,-6.1695065498
AEZ14,Services,LowIncome,pfe,SRLand,-3.9349179268
AEZ15,Services,LowIncome,pfe,SRLand,-1.7714306116
AEZ16,Services,LowIncome,pfe,SRLand,-2.8406004906
AEZ17,Services,LowIncome,pfe,SRLand,-6.2255749702
AEZ18,Services,LowIncome,pfe,SRLand,-6.2517671585
UnSkLab,Services,LowIncome,pfe,SRLand,0.1043985188
SkLab,Services,LowIncome,pfe,SRLand,0.097974896431
Capital,Services,LowIncome,pfe,SRLand,0.1003119424
NatRes,Services,LowIncome,pfe,SRLand,0.1675529778
AEZ1,AgrFishFor,World,pfe,SRLand,-6.165040493
AEZ2,AgrFishFor,World,pfe,SRLand,-1.6341352463
AEZ3,AgrFishFor,World,pfe,SRLand,-1.6607687473
AEZ4,AgrFishFor,World,pfe,SRLand,-0.87011528015
AEZ5,AgrFishFor,World,pfe,SRLand,-1.1314134598
AEZ6,AgrFishFor,World,pfe,SRLand,-2.5735683441
AEZ7,AgrFishFor,World,pfe,SRLand,-3.2792441845
AEZ8,AgrFishFor,World,pfe,SRLand,-4.272002697
AEZ9,AgrFishFor,World,pfe,SRLand,-4.2040534019
AEZ10,AgrFishFor,World,pfe,SRLand,-5.133617878
AEZ11,AgrFishFor,World,pfe,SRLand,-4.6415042877
AEZ12,AgrFishFor,World,pfe,SRLand,-4.1517467499
AEZ13,AgrFishFor,World,pfe,SRLand,-8.8413639069
AEZ14,AgrFishFor,World,pfe,SRLand,-7.801943779
AEZ15,AgrFishFor,World,pfe,SRLand,-7.8505606651
AEZ16,AgrFishFor,World,pfe,SRLand,-5.990439415
AEZ17,AgrFishFor,World,pfe,SRLand,-14.406626701
AEZ18,AgrFishFor,World,pfe,SRLand,-15.330271721
UnSkLab,AgrFishFor,World,pfe,SRLand,0.10715460777
SkLab,AgrFishFor,World,pfe,SRLand,0.090872056782
Capital,AgrFishFor,World,pfe,SRLand,0.10736151785
NatRes,AgrFishFor,World,pfe,SRLand,0.23341408372
AEZ1,MinManuf,World,pfe,SRLand,-6.165040493
AEZ2,MinManuf,World,pfe,SRLand,-1.6341352463
AEZ3,MinManuf,World,pfe,SRLand,-1.6607687473
AEZ4,MinManuf,World,pfe,SRLand,-0.87011528015
AEZ5,MinManuf,World,pfe,SRLand,-1.1314134598
AEZ6,MinManuf,World,pfe,SRLand,-2.5735683441
AEZ7,MinManuf,World,pfe,SRLand,-3.2792441845
AEZ8,MinManuf,World,pfe,SRLand,-4.272002697
AEZ9,MinManuf,World,pfe,SRLand,-4.2040534019
AEZ10,MinManuf,World,pfe,SRLand,-5.133617878
AEZ11,MinManuf,World,pfe,SRLand,-4.6415042877
AEZ12,MinManuf,World,pfe,SRLand,-4.1517467499
AEZ13,MinManuf,World,pfe,SRLand,-8.8413639069
AEZ14,MinManuf,World,pfe,SRLand,-7.801943779
AEZ15,MinManuf,World,pfe,SRLand,-7.8505606651
AEZ16,MinManuf,World,pfe,SRLand,-5.990439415
AEZ17,MinManuf,World,pfe,SRLand,-14.406626701
AEZ18,MinManuf,World,pfe,SRLand,-15.330271721
UnSkLab,MinManuf,World,pfe,SRLand,0.10715460777
SkLab,MinManuf,World,pfe,SRLand,0.090872056782
Capital,MinManuf,World,pfe,SRLand,0.10736151785
NatRes,MinManuf,World,pfe,SRLand,0.23341408372
AEZ1,Services,World,pfe,SRLand,-6.165040493
AEZ2,Services,World,pfe,SRLand,-1.6341352463
AEZ3,Services,World,pfe,SRLand,-1.6607687473
AEZ4,Services,World,pfe,SRLand,-0.87011528015
AEZ5,Services,World,pfe,SRLand,-1.1314134598
AEZ6,Services,World,pfe,SRLand,-2.5735683441
AEZ7,Services,World,pfe,SRLand,-3.2792441845
AEZ8,Services,World,pfe,SRLand,-4.272002697
AEZ9,Services,World,pfe,SRLand,-4.2040534019
AEZ10,Services,World,pfe,SRLand,-5.133617878
AEZ11,Services,World,pfe,SRLand,-4.6415042877
AEZ12,Services,World,pfe,SRLand,-4.1517467499
AEZ13,Services,World,pfe,SRLand,-8.8413639069
AEZ14,Services,World,pfe,SRLand,-7.801943779
AEZ15,Services,World,pfe,SRLand,-7.8505606651
AEZ16,Services,World,pfe,SRLand,-5.990439415
AEZ17,Services,World,pfe,SRLand,-14.406626701
AEZ18,Services,World,pfe,SRLand,-15.330271721
UnSkLab,Services,World,pfe,SRLand,0.10715460777
SkLab,Services,World,pfe,SRLand,0.090872056782
Capital,Services,World,pfe,SRLand,0.10736151785
NatRes,Services,World,pfe,SRLand,0.23341408372
AEZ1,AgrFishFor,HighIncome,qfe,SRLand,0.092402651906
AEZ2,AgrFishFor,HighIncome,qfe,SRLand,0.025583410636
AEZ3,AgrFishFor,HighIncome,qfe,SRLand,-0.057038765401
AEZ4,AgrFishFor,HighIncome,qfe,SRLand,-0.051749393344
AEZ5,AgrFishFor,HighIncome,qfe,SRLand,-0.033139765263
AEZ6,AgrFishFor,HighIncome,qfe,SRLand,-0.017705289647
AEZ7,AgrFishFor,HighIncome,qfe,SRLand,-8.22420604526997E-0003
AEZ8,AgrFishFor,HighIncome,qfe,SRLand,-4.45085158571601E-0003
AEZ9,AgrFishFor,HighIncome,qfe,SRLand,1.78534304723144E-0003
AEZ10,AgrFishFor,HighIncome,qfe,SRLand,-3.31222987733781E-0003
AEZ11,AgrFishFor,HighIncome,qfe,SRLand,-2.05332250334322E-0003
AEZ12,AgrFishFor,HighIncome,qfe,SRLand,4.40411176532507E-0003
AEZ13,AgrFishFor,HighIncome,qfe,SRLand,0.12814480066
AEZ14,AgrFishFor,HighIncome,qfe,SRLand,0.23875701427
AEZ15,AgrFishFor,HighIncome,qfe,SRLand,0.38659131527
AEZ16,AgrFishFor,HighIncome,qfe,SRLand,0.37477788329
AEZ17,AgrFishFor,HighIncome,qfe,SRLand,0.38659134507
AEZ18,AgrFishFor,HighIncome,qfe,SRLand,0.38659125566
UnSkLab,AgrFishFor,HighIncome,qfe,SRLand,-0.56730258465
SkLab,AgrFishFor,HighIncome,qfe,SRLand,-0.44671878219
Capital,AgrFishFor,HighIncome,qfe,SRLand,-0.50203150511
NatRes,AgrFishFor,HighIncome,qfe,SRLand,-0.077904552221
AEZ1,MinManuf,HighIncome,qfe,SRLand,3.5492084026
AEZ2,MinManuf,HighIncome,qfe,SRLand,3.5225889683
AEZ3,MinManuf,HighIncome,qfe,SRLand,1.2161098719
AEZ4,MinManuf,HighIncome,qfe,SRLand,0.48026245832
AEZ5,MinManuf,HighIncome,qfe,SRLand,0.53373277187
AEZ6,MinManuf,HighIncome,qfe,SRLand,0.48036083579
AEZ7,MinManuf,HighIncome,qfe,SRLand,0.57683354616
AEZ8,MinManuf,HighIncome,qfe,SRLand,0.57834744453
AEZ9,MinManuf,HighIncome,qfe,SRLand,0.52127146721
AEZ10,MinManuf,HighIncome,qfe,SRLand,0.38179466128
AEZ11,MinManuf,HighIncome,qfe,SRLand,0.52671349049
AEZ12,MinManuf,HighIncome,qfe,SRLand,0.74596446753
AEZ13,MinManuf,HighIncome,qfe,SRLand,1.9108253717
AEZ14,MinManuf,HighIncome,qfe,SRLand,1.9141657352
AEZ15,MinManuf,HighIncome,qfe,SRLand,3.6100225449
AEZ16,MinManuf,HighIncome,qfe,SRLand,3.5270662308
AEZ17,MinManuf,HighIncome,qfe,SRLand,3.6100227833
AEZ18,MinManuf,HighIncome,qfe,SRLand,3.6100225449
UnSkLab,MinManuf,HighIncome,qfe,SRLand,0.22879710793
SkLab,MinManuf,HighIncome,qfe,SRLand,0.22295546532
Capital,MinManuf,HighIncome,qfe,SRLand,0.10637656599
NatRes,MinManuf,HighIncome,qfe,SRLand,0.025917261839
AEZ1,Services,HighIncome,qfe,SRLand,4.5753207207
AEZ2,Services,HighIncome,qfe,SRLand,4.5409011841
AEZ3,Services,HighIncome,qfe,SRLand,1.5679682493
AEZ4,Services,HighIncome,qfe,SRLand,0.62346845865
AEZ5,Services,HighIncome,qfe,SRLand,0.69203531742
AEZ6,Services,HighIncome,qfe,SRLand,0.62359458208
AEZ7,Services,HighIncome,qfe,SRLand,0.74731242657
AEZ8,Services,HighIncome,qfe,SRLand,0.74925422668
AEZ9,Services,HighIncome,qfe,SRLand,0.6760545969
AEZ10,Services,HighIncome,qfe,SRLand,0.49722650647
AEZ11,Services,HighIncome,qfe,SRLand,0.68303358555
AEZ12,Services,HighIncome,qfe,SRLand,0.96428835392
AEZ13,Services,HighIncome,qfe,SRLand,2.4614424706
AEZ14,Services,HighIncome,qfe,SRLand,2.4657418728
AEZ15,Services,HighIncome,qfe,SRLand,4.6539678574
AEZ16,Services,HighIncome,qfe,SRLand,4.5466899872
AEZ17,Services,HighIncome,qfe,SRLand,4.6539678574
AEZ18,Services,HighIncome,qfe,SRLand,4.6539683342
UnSkLab,Services,HighIncome,qfe,SRLand,0.023201530799
SkLab,Services,HighIncome,qfe,SRLand,0.13645960391
Capital,Services,HighIncome,qfe,SRLand,0.041692368686
NatRes,Services,HighIncome,qfe,SRLand,0.010170501657
AEZ1,AgrFishFor,MidIncome,qfe,SRLand,0.1928396076
AEZ2,AgrFishFor,MidIncome,qfe,SRLand,0.028967080638
AEZ3,AgrFishFor,MidIncome,qfe,SRLand,2.72796768695116E-0003
AEZ4,AgrFishFor,MidIncome,qfe,SRLand,-1.79517490323633E-0003
AEZ5,AgrFishFor,MidIncome,qfe,SRLand,-0.013458708301
AEZ6,AgrFishFor,MidIncome,qfe,SRLand,-0.17655870318
AEZ7,AgrFishFor,MidIncome,qfe,SRLand,0.021021099761
AEZ8,AgrFishFor,MidIncome,qfe,SRLand,0.012143368833
AEZ9,AgrFishFor,MidIncome,qfe,SRLand,-7.05673452466726E-0003
AEZ10,AgrFishFor,MidIncome,qfe,SRLand,2.79380450956523E-0003
AEZ11,AgrFishFor,MidIncome,qfe,SRLand,-0.010961417109
AEZ12,AgrFishFor,MidIncome,qfe,SRLand,-8.35291109979153E-0003
AEZ13,AgrFishFor,MidIncome,qfe,SRLand,0.26138815284
AEZ14,AgrFishFor,MidIncome,qfe,SRLand,0.17077727616
AEZ15,AgrFishFor,MidIncome,qfe,SRLand,0.08904004842
AEZ16,AgrFishFor,MidIncome,qfe,SRLand,0.12559787929
AEZ17,AgrFishFor,MidIncome,qfe,SRLand,0.86277216673
AEZ18,AgrFishFor,MidIncome,qfe,SRLand,0.99166446924
UnSkLab,AgrFishFor,MidIncome,qfe,SRLand,-0.26976290345
SkLab,AgrFishFor,MidIncome,qfe,SRLand,-0.32204294205
Capital,AgrFishFor,MidIncome,qfe,SRLand,-0.19491007924
NatRes,AgrFishFor,MidIncome,qfe,SRLand,0.016507586464
AEZ1,MinManuf,MidIncome,qfe,SRLand,4.872449398
AEZ2,MinManuf,MidIncome,qfe,SRLand,4.8729763031
AEZ3,MinManuf,MidIncome,qfe,SRLand,3.9343037605
AEZ4,MinManuf,MidIncome,qfe,SRLand,2.8777191639
AEZ5,MinManuf,MidIncome,qfe,SRLand,2.8402469158
AEZ6,MinManuf,MidIncome,qfe,SRLand,1.9237353802
AEZ7,MinManuf,MidIncome,qfe,SRLand,3.9141921997
AEZ8,MinManuf,MidIncome,qfe,SRLand,3.7526817322
AEZ9,MinManuf,MidIncome,qfe,SRLand,3.0366680622
AEZ10,MinManuf,MidIncome,qfe,SRLand,2.8473262787
AEZ11,MinManuf,MidIncome,qfe,SRLand,1.7194778919
AEZ12,MinManuf,MidIncome,qfe,SRLand,1.9036484957
AEZ13,MinManuf,MidIncome,qfe,SRLand,3.8902461529
AEZ14,MinManuf,MidIncome,qfe,SRLand,3.5617187023
AEZ15,MinManuf,MidIncome,qfe,SRLand,3.5458130836
AEZ16,MinManuf,MidIncome,qfe,SRLand,4.6860141754
AEZ17,MinManuf,MidIncome,qfe,SRLand,4.9047927856
AEZ18,MinManuf,MidIncome,qfe,SRLand,4.7780785561
UnSkLab,MinManuf,MidIncome,qfe,SRLand,0.010138708167
SkLab,MinManuf,MidIncome,qfe,SRLand,0.035759616643
Capital,MinManuf,MidIncome,qfe,SRLand,-1.84270204044878E-0003
NatRes,MinManuf,MidIncome,qfe,SRLand,-2.76258401572704E-0003
AEZ1,Services,MidIncome,qfe,SRLand,6.2777523994
AEZ2,Services,MidIncome,qfe,SRLand,6.2784357071
AEZ3,Services,MidIncome,qfe,SRLand,5.0619721413
AEZ4,Services,MidIncome,qfe,SRLand,3.6963818073
AEZ5,Services,MidIncome,qfe,SRLand,3.6480231285
AEZ6,Services,MidIncome,qfe,SRLand,2.4667713642
AEZ7,Services,MidIncome,qfe,SRLand,5.035941124
AEZ8,Services,MidIncome,qfe,SRLand,4.8269538879
AEZ9,Services,MidIncome,qfe,SRLand,3.901566267
AEZ10,Services,MidIncome,qfe,SRLand,3.6571581364
AEZ11,Services,MidIncome,qfe,SRLand,2.203918457
AEZ12,Services,MidIncome,qfe,SRLand,2.4409162998
AEZ13,Services,MidIncome,qfe,SRLand,5.0049495697
AEZ14,Services,MidIncome,qfe,SRLand,4.5799746513
AEZ15,Services,MidIncome,qfe,SRLand,4.5594086647
AEZ16,Services,MidIncome,qfe,SRLand,6.0359005928
AEZ17,Services,MidIncome,qfe,SRLand,6.3197216988
AEZ18,Services,MidIncome,qfe,SRLand,6.155313015
UnSkLab,Services,MidIncome,qfe,SRLand,0.014528177679
SkLab,Services,MidIncome,qfe,SRLand,0.057709734887
Capital,Services,MidIncome,qfe,SRLand,0.016897354275
NatRes,Services,MidIncome,qfe,SRLand,-0.042390543967
AEZ1,AgrFishFor,LowIncome,qfe,SRLand,3.2148337364
AEZ2,AgrFishFor,LowIncome,qfe,SRLand,3.1945211887
AEZ3,AgrFishFor,LowIncome,qfe,SRLand,2.6613097191
AEZ4,AgrFishFor,LowIncome,qfe,SRLand,2.8606441021
AEZ5,AgrFishFor,LowIncome,qfe,SRLand,2.4738762379
AEZ6,AgrFishFor,LowIncome,qfe,SRLand,1.4727102518
AEZ7,AgrFishFor,LowIncome,qfe,SRLand,0.70264667273
AEZ8,AgrFishFor,LowIncome,qfe,SRLand,0.02586052753
AEZ9,AgrFishFor,LowIncome,qfe,SRLand,0.05415372178
AEZ10,AgrFishFor,LowIncome,qfe,SRLand,-0.040874194354
AEZ11,AgrFishFor,LowIncome,qfe,SRLand,0.068413719535
AEZ12,AgrFishFor,LowIncome,qfe,SRLand,0.10871776938
AEZ13,AgrFishFor,LowIncome,qfe,SRLand,2.6938793659
AEZ14,AgrFishFor,LowIncome,qfe,SRLand,0.68416786194
AEZ15,AgrFishFor,LowIncome,qfe,SRLand,0.23237703741
AEZ16,AgrFishFor,LowIncome,qfe,SRLand,1.1976749897
AEZ17,AgrFishFor,LowIncome,qfe,SRLand,3.2290055752
AEZ18,AgrFishFor,LowIncome,qfe,SRLand,3.6327598095
UnSkLab,AgrFishFor,LowIncome,qfe,SRLand,-0.23203642666
SkLab,AgrFishFor,LowIncome,qfe,SRLand,-0.31639620662
Capital,AgrFishFor,LowIncome,qfe,SRLand,-0.22088345885
NatRes,AgrFishFor,LowIncome,qfe,SRLand,-0.05486054346
AEZ1,MinManuf,LowIncome,qfe,SRLand,7.2049498558
AEZ2,MinManuf,LowIncome,qfe,SRLand,7.230052948
AEZ3,MinManuf,LowIncome,qfe,SRLand,7.2321195602
AEZ4,MinManuf,LowIncome,qfe,SRLand,7.2616772652
AEZ5,MinManuf,LowIncome,qfe,SRLand,7.2470722198
AEZ6,MinManuf,LowIncome,qfe,SRLand,5.0755410194
AEZ7,MinManuf,LowIncome,qfe,SRLand,7.2373633385
AEZ8,MinManuf,LowIncome,qfe,SRLand,6.7695021629
AEZ9,MinManuf,LowIncome,qfe,SRLand,1.9872406721
AEZ10,MinManuf,LowIncome,qfe,SRLand,0.6338493228
AEZ11,MinManuf,LowIncome,qfe,SRLand,3.1600756645
AEZ12,MinManuf,LowIncome,qfe,SRLand,3.6131367683
AEZ13,MinManuf,LowIncome,qfe,SRLand,7.1836624146
AEZ14,MinManuf,LowIncome,qfe,SRLand,4.51820755
AEZ15,MinManuf,LowIncome,qfe,SRLand,2.0570502281
AEZ16,MinManuf,LowIncome,qfe,SRLand,3.2591497898
AEZ17,MinManuf,LowIncome,qfe,SRLand,7.2522287369
AEZ18,MinManuf,LowIncome,qfe,SRLand,7.2842941284
UnSkLab,MinManuf,LowIncome,qfe,SRLand,2.68372590653598E-0003
SkLab,MinManuf,LowIncome,qfe,SRLand,0.012284904718
Capital,MinManuf,LowIncome,qfe,SRLand,0.013301865198
NatRes,MinManuf,LowIncome,qfe,SRLand,3.20242973975837E-0003
AEZ1,Services,LowIncome,qfe,SRLand,9.3067770004
AEZ2,Services,LowIncome,qfe,SRLand,9.3395490646
AEZ3,Services,LowIncome,qfe,SRLand,9.3422470093
AEZ4,Services,LowIncome,qfe,SRLand,9.3808374405
AEZ5,Services,LowIncome,qfe,SRLand,9.3617696762
AEZ6,Services,LowIncome,qfe,SRLand,6.5345778465
AEZ7,Services,LowIncome,qfe,SRLand,9.3490953445
AEZ8,Services,LowIncome,qfe,SRLand,8.7386159897
AEZ9,Services,LowIncome,qfe,SRLand,2.542006731
AEZ10,Services,LowIncome,qfe,SRLand,0.80293124914
AEZ11,Services,LowIncome,qfe,SRLand,4.054318428
AEZ12,Services,LowIncome,qfe,SRLand,4.6398119926
AEZ13,Services,LowIncome,qfe,SRLand,9.2789859772
AEZ14,Services,LowIncome,qfe,SRLand,5.8115930557
AEZ15,Services,LowIncome,qfe,SRLand,2.6318864822
AEZ16,Services,LowIncome,qfe,SRLand,4.1822915077
AEZ17,Services,LowIncome,qfe,SRLand,9.3685045242
AEZ18,Services,LowIncome,qfe,SRLand,9.4103736877
UnSkLab,Services,LowIncome,qfe,SRLand,3.86012927629054E-0003
SkLab,Services,LowIncome,qfe,SRLand,0.013253079727
Capital,Services,LowIncome,qfe,SRLand,7.66604440286756E-0003
NatRes,Services,LowIncome,qfe,SRLand,-0.080082513392
AEZ1,AgrFishFor,World,qfe,SRLand,-3.36331571452320E-0003
AEZ2,AgrFishFor,World,qfe,SRLand,-5.50555018708110E-0003
AEZ3,AgrFishFor,World,qfe,SRLand,-0.017400484532
AEZ4,AgrFishFor,World,qfe,SRLand,-0.015691254288
AEZ5,AgrFishFor,World,qfe,SRLand,-0.019541816786
AEZ6,AgrFishFor,World,qfe,SRLand,-0.16304197907
AEZ7,AgrFishFor,World,qfe,SRLand,-5.99901613895781E-0005
AEZ8,AgrFishFor,World,qfe,SRLand,-0.020289232954
AEZ9,AgrFishFor,World,qfe,SRLand,-0.014552840032
AEZ10,AgrFishFor,World,qfe,SRLand,-0.016412753612
AEZ11,AgrFishFor,World,qfe,SRLand,-8.09305906295776E-0003
AEZ12,AgrFishFor,World,qfe,SRLand,-5.05151646211743E-0003
AEZ13,AgrFishFor,World,qfe,SRLand,-9.56854419200681E-0005
AEZ14,AgrFishFor,World,qfe,SRLand,-5.74573874473572E-0003
AEZ15,AgrFishFor,World,qfe,SRLand,-0.01790645346
AEZ16,AgrFishFor,World,qfe,SRLand,-9.75986185949296E-0005
AEZ17,AgrFishFor,World,qfe,SRLand,-4.13421645362178E-0007
AEZ18,AgrFishFor,World,qfe,SRLand,-1.04333014405711E-0006
AEZ1,MinManuf,World,qfe,SRLand,-3.36331571452320E-0003
AEZ2,MinManuf,World,qfe,SRLand,-5.50555018708110E-0003
AEZ3,MinManuf,World,qfe,SRLand,-0.017400484532
AEZ4,MinManuf,World,qfe,SRLand,-0.015691254288
AEZ5,MinManuf,World,qfe,SRLand,-0.019541816786
AEZ6,MinManuf,World,qfe,SRLand,-0.16304197907
AEZ7,MinManuf,World,qfe,SRLand,-5.99901613895781E-0005
AEZ8,MinManuf,World,qfe,SRLand,-0.020289232954
AEZ9,MinManuf,World,qfe,SRLand,-0.014552840032
AEZ10,MinManuf,World,qfe,SRLand,-0.016412753612
AEZ11,MinManuf,World,qfe,SRLand,-8.09305906295776E-0003
AEZ12,MinManuf,World,qfe,SRLand,-5.05151646211743E-0003
AEZ13,MinManuf,World,qfe,SRLand,-9.56854419200681E-0005
AEZ14,MinManuf,World,qfe,SRLand,-5.74573874473572E-0003
AEZ15,MinManuf,World,qfe,SRLand,-0.01790645346
AEZ16,MinManuf,World,qfe,SRLand,-9.75986185949296E-0005
AEZ17,MinManuf,World,qfe,SRLand,-4.13421645362178E-0007
AEZ18,MinManuf,World,qfe,SRLand,-1.04333014405711E-0006
AEZ1,Services,World,qfe,SRLand,-3.36331571452320E-0003
AEZ2,Services,World,qfe,SRLand,-5.50555018708110E-0003
AEZ3,Services,World,qfe,SRLand,-0.017400484532
AEZ4,Services,World,qfe,SRLand,-0.015691254288
AEZ5,Services,World,qfe,SRLand,-0.019541816786
AEZ6,Services,World,qfe,SRLand,-0.16304197907
AEZ7,Services,World,qfe,SRLand,-5.99901613895781E-0005
AEZ8,Services,World,qfe,SRLand,-0.020289232954
AEZ9,Services,World,qfe,SRLand,-0.014552840032
AEZ10,Services,World,qfe,SRLand,-0.016412753612
AEZ11,Services,World,qfe,SRLand,-8.09305906295776E-0003
AEZ12,Services,World,qfe,SRLand,-5.05151646211743E-0003
AEZ13,Services,World,qfe,SRLand,-9.56854419200681E-0005
AEZ14,Services,World,qfe,SRLand,-5.74573874473572E-0003
AEZ15,Services,World,qfe,SRLand,-0.01790645346
AEZ16,Services,World,qfe,SRLand,-9.75986185949296E-0005
AEZ17,Services,World,qfe,SRLand,-4.13421645362178E-0007
AEZ18,Services,World,qfe,SRLand,-1.04333014405711E-0006
AEZ1,AgrFishFor,HighIncome,pfe,SRnD20,-7.7960381508
AEZ2,AgrFishFor,HighIncome,pfe,SRnD20,-7.3446149826
AEZ3,AgrFishFor,HighIncome,pfe,SRnD20,-6.4514861107
AEZ4,AgrFishFor,HighIncome,pfe,SRnD20,-4.7416386604
AEZ5,AgrFishFor,HighIncome,pfe,SRnD20,-7.1048874855
AEZ6,AgrFishFor,HighIncome,pfe,SRnD20,-7.672770977
AEZ7,AgrFishFor,HighIncome,pfe,SRnD20,-8.6504259109
AEZ8,AgrFishFor,HighIncome,pfe,SRnD20,-8.729511261
AEZ9,AgrFishFor,HighIncome,pfe,SRnD20,-7.8763184547
AEZ10,AgrFishFor,HighIncome,pfe,SRnD20,-7.3340973854
AEZ11,AgrFishFor,HighIncome,pfe,SRnD20,-6.1618671417
AEZ12,AgrFishFor,HighIncome,pfe,SRnD20,-7.9627690315
AEZ13,AgrFishFor,HighIncome,pfe,SRnD20,-12.15858078
AEZ14,AgrFishFor,HighIncome,pfe,SRnD20,-12.152024269
AEZ15,AgrFishFor,HighIncome,pfe,SRnD20,-13.014770508
