ENDW,AACT,AREGWLD,FACRES,SCEN,Value
AEZ3,Services,World,qfe,BAU_aES,-0.019516464323
AEZ4,Services,World,qfe,BAU_aES,-0.040780443698
AEZ5,Services,World,qfe,BAU_aES,-0.03630534187
AEZ6,Services,World,qfe,BAU_aES,0.18668204546
AEZ7,Services,World,qfe,BAU_aES,-3.34101496264338E-0003
AEZ8,Services,World,qfe,BAU_aES,-0.016297796741
AEZ9,Services,World,qfe,BAU_aES,-0.010093962774
AEZ10,Services,World,qfe,BAU_aES,-8.48053209483624E-0003
AEZ11,Services,World,qfe,BAU_aES,-3.86901618912816E-0003
AEZ12,Services,World,qfe,BAU_aES,-4.39139222726226E-0003
AEZ13,Services,World,qfe,BAU_aES,-7.01414246577769E-0005
AEZ14,Services,World,qfe,BAU_aES,-1.18547957390547E-0003
AEZ15,Services,World,qfe,BAU_aES,-4.83869109302759E-0003
AEZ16,Services,World,qfe,BAU_aES,-8.86291581991827E-0006
AEZ17,Services,World,qfe,BAU_aES,-3.79479985213038E-0008
AEZ18,Services,World,qfe,BAU_aES,-9.76265596364101E-0007
AEZ1,AgrFishFor,HighIncome,pfe,GlOBPES,1.6082992554
AEZ2,AgrFishFor,HighIncome,pfe,GlOBPES,1.3283897638
AEZ3,AgrFishFor,HighIncome,pfe,GlOBPES,1.285300374
AEZ4,AgrFishFor,HighIncome,pfe,GlOBPES,0.7151465416
AEZ5,AgrFishFor,HighIncome,pfe,GlOBPES,0.44980800152
AEZ6,AgrFishFor,HighIncome,pfe,GlOBPES,0.41614976525
AEZ7,AgrFishFor,HighIncome,pfe,GlOBPES,0.1651545018
AEZ8,AgrFishFor,HighIncome,pfe,GlOBPES,0.16995576024
AEZ9,AgrFishFor,HighIncome,pfe,GlOBPES,0.33255821466
AEZ10,AgrFishFor,HighIncome,pfe,GlOBPES,0.48286467791
AEZ11,AgrFishFor,HighIncome,pfe,GlOBPES,0.5668669343
AEZ12,AgrFishFor,HighIncome,pfe,GlOBPES,0.74139273167
AEZ13,AgrFishFor,HighIncome,pfe,GlOBPES,1.1087749004
AEZ14,AgrFishFor,HighIncome,pfe,GlOBPES,1.1035265923
AEZ15,AgrFishFor,HighIncome,pfe,GlOBPES,1.1376185417
AEZ16,AgrFishFor,HighIncome,pfe,GlOBPES,1.1198340654
AEZ17,AgrFishFor,HighIncome,pfe,GlOBPES,1.1376185417
AEZ18,AgrFishFor,HighIncome,pfe,GlOBPES,1.1376185417
UnSkLab,AgrFishFor,HighIncome,pfe,GlOBPES,0.14940363169
SkLab,AgrFishFor,HighIncome,pfe,GlOBPES,0.030552314594
Capital,AgrFishFor,HighIncome,pfe,GlOBPES,0.073398441076
NatRes,AgrFishFor,HighIncome,pfe,GlOBPES,0.10839835554
AEZ1,MinManuf,HighIncome,pfe,GlOBPES,-0.071936883032
AEZ2,MinManuf,HighIncome,pfe,GlOBPES,0.053732719272
AEZ3,MinManuf,HighIncome,pfe,GlOBPES,2.8667621613
AEZ4,MinManuf,HighIncome,pfe,GlOBPES,0.4863306582
AEZ5,MinManuf,HighIncome,pfe,GlOBPES,0.21064943075
AEZ6,MinManuf,HighIncome,pfe,GlOBPES,0.039188083261
AEZ7,MinManuf,HighIncome,pfe,GlOBPES,-0.05165598169
AEZ8,MinManuf,HighIncome,pfe,GlOBPES,0.19632059336
AEZ9,MinManuf,HighIncome,pfe,GlOBPES,1.5060548782
AEZ10,MinManuf,HighIncome,pfe,GlOBPES,0.79326981306
AEZ11,MinManuf,HighIncome,pfe,GlOBPES,0.082933649421
AEZ12,MinManuf,HighIncome,pfe,GlOBPES,0.023023627698
AEZ13,MinManuf,HighIncome,pfe,GlOBPES,-0.081661589444
AEZ14,MinManuf,HighIncome,pfe,GlOBPES,-0.081729531288
AEZ15,MinManuf,HighIncome,pfe,GlOBPES,-0.13878974319
AEZ16,MinManuf,HighIncome,pfe,GlOBPES,-0.12932042778
AEZ17,MinManuf,HighIncome,pfe,GlOBPES,-0.13878974319
AEZ18,MinManuf,HighIncome,pfe,GlOBPES,-0.13878974319
UnSkLab,MinManuf,HighIncome,pfe,GlOBPES,0.085911877453
SkLab,MinManuf,HighIncome,pfe,GlOBPES,9.87942330539226E-0003
Capital,MinManuf,HighIncome,pfe,GlOBPES,0.036457166076
NatRes,MinManuf,HighIncome,pfe,GlOBPES,0.075350098312
AEZ1,Services,HighIncome,pfe,GlOBPES,0.059610757977
AEZ2,Services,HighIncome,pfe,GlOBPES,0.109922342
AEZ3,Services,HighIncome,pfe,GlOBPES,1.2263332605
AEZ4,Services,HighIncome,pfe,GlOBPES,0.28282278776
AEZ5,Services,HighIncome,pfe,GlOBPES,0.17269048095
AEZ6,Services,HighIncome,pfe,GlOBPES,0.10410138965
AEZ7,Services,HighIncome,pfe,GlOBPES,0.067732788622
AEZ8,Services,HighIncome,pfe,GlOBPES,0.16696123779
AEZ9,Services,HighIncome,pfe,GlOBPES,0.68862611055
AEZ10,Services,HighIncome,pfe,GlOBPES,0.40522935987
AEZ11,Services,HighIncome,pfe,GlOBPES,0.12160746008
AEZ12,Services,HighIncome,pfe,GlOBPES,0.097631566226
AEZ13,Services,HighIncome,pfe,GlOBPES,0.055715892464
AEZ14,Services,HighIncome,pfe,GlOBPES,0.055688720196
AEZ15,Services,HighIncome,pfe,GlOBPES,0.032830879092
AEZ16,Services,HighIncome,pfe,GlOBPES,0.036624751985
AEZ17,Services,HighIncome,pfe,GlOBPES,0.032830879092
AEZ18,Services,HighIncome,pfe,GlOBPES,0.032830879092
UnSkLab,Services,HighIncome,pfe,GlOBPES,0.079555891454
SkLab,Services,HighIncome,pfe,GlOBPES,9.08670295029879E-0003
Capital,Services,HighIncome,pfe,GlOBPES,0.045866098255
NatRes,Services,HighIncome,pfe,GlOBPES,0.11564452201
AEZ1,AgrFishFor,MidIncome,pfe,GlOBPES,-1.4836275578
AEZ2,AgrFishFor,MidIncome,pfe,GlOBPES,-0.30307620764
AEZ3,AgrFishFor,MidIncome,pfe,GlOBPES,-0.2855566144
AEZ4,AgrFishFor,MidIncome,pfe,GlOBPES,0.19803565741
AEZ5,AgrFishFor,MidIncome,pfe,GlOBPES,0.42898261547
AEZ6,AgrFishFor,MidIncome,pfe,GlOBPES,3.7239384651
AEZ7,AgrFishFor,MidIncome,pfe,GlOBPES,-1.9256141186
AEZ8,AgrFishFor,MidIncome,pfe,GlOBPES,-1.1872711182
AEZ9,AgrFishFor,MidIncome,pfe,GlOBPES,-1.3862413168
AEZ10,AgrFishFor,MidIncome,pfe,GlOBPES,-1.5108386278
AEZ11,AgrFishFor,MidIncome,pfe,GlOBPES,-1.4688771963
AEZ12,AgrFishFor,MidIncome,pfe,GlOBPES,-1.9301573038
AEZ13,AgrFishFor,MidIncome,pfe,GlOBPES,-1.1091969013
AEZ14,AgrFishFor,MidIncome,pfe,GlOBPES,-0.70358651876
AEZ15,AgrFishFor,MidIncome,pfe,GlOBPES,-0.61351329088
AEZ16,AgrFishFor,MidIncome,pfe,GlOBPES,-0.78932756186
AEZ17,AgrFishFor,MidIncome,pfe,GlOBPES,-1.3602595329
AEZ18,AgrFishFor,MidIncome,pfe,GlOBPES,-1.5029375553
UnSkLab,AgrFishFor,MidIncome,pfe,GlOBPES,0.086517818272
SkLab,AgrFishFor,MidIncome,pfe,GlOBPES,0.067350700498
Capital,AgrFishFor,MidIncome,pfe,GlOBPES,0.080989599228
NatRes,AgrFishFor,MidIncome,pfe,GlOBPES,0.14125107229
AEZ1,MinManuf,MidIncome,pfe,GlOBPES,-0.21935753524
AEZ2,MinManuf,MidIncome,pfe,GlOBPES,-0.20528997481
AEZ3,MinManuf,MidIncome,pfe,GlOBPES,0.065472081304
AEZ4,MinManuf,MidIncome,pfe,GlOBPES,0.51208919287
AEZ5,MinManuf,MidIncome,pfe,GlOBPES,0.54869097471
AEZ6,MinManuf,MidIncome,pfe,GlOBPES,0.47718507051
AEZ7,MinManuf,MidIncome,pfe,GlOBPES,-0.030849391595
AEZ8,MinManuf,MidIncome,pfe,GlOBPES,-0.12663477659
AEZ9,MinManuf,MidIncome,pfe,GlOBPES,0.055371236056
AEZ10,MinManuf,MidIncome,pfe,GlOBPES,0.057082738727
AEZ11,MinManuf,MidIncome,pfe,GlOBPES,0.054325345904
AEZ12,MinManuf,MidIncome,pfe,GlOBPES,0.73698282242
AEZ13,MinManuf,MidIncome,pfe,GlOBPES,-0.18853518367
AEZ14,MinManuf,MidIncome,pfe,GlOBPES,-0.14809784293
AEZ15,MinManuf,MidIncome,pfe,GlOBPES,-0.020156277344
AEZ16,MinManuf,MidIncome,pfe,GlOBPES,-0.20402143896
AEZ17,MinManuf,MidIncome,pfe,GlOBPES,-0.22280186415
AEZ18,MinManuf,MidIncome,pfe,GlOBPES,-0.2465146482
UnSkLab,MinManuf,MidIncome,pfe,GlOBPES,0.080805197358
SkLab,MinManuf,MidIncome,pfe,GlOBPES,0.060380268842
Capital,MinManuf,MidIncome,pfe,GlOBPES,0.086114570498
NatRes,MinManuf,MidIncome,pfe,GlOBPES,0.066039144993
AEZ1,Services,MidIncome,pfe,GlOBPES,2.35655042342842E-0003
AEZ2,Services,MidIncome,pfe,GlOBPES,7.99546763300896E-0003
AEZ3,Services,MidIncome,pfe,GlOBPES,0.1164360866
AEZ4,Services,MidIncome,pfe,GlOBPES,0.29492291808
AEZ5,Services,MidIncome,pfe,GlOBPES,0.30952945352
AEZ6,Services,MidIncome,pfe,GlOBPES,0.28099104762
AEZ7,Services,MidIncome,pfe,GlOBPES,0.077879391611
AEZ8,Services,MidIncome,pfe,GlOBPES,0.039515163749
AEZ9,Services,MidIncome,pfe,GlOBPES,0.1123938784
AEZ10,Services,MidIncome,pfe,GlOBPES,0.11307879537
AEZ11,Services,MidIncome,pfe,GlOBPES,0.11197531968
AEZ12,Services,MidIncome,pfe,GlOBPES,0.38461953402
AEZ13,Services,MidIncome,pfe,GlOBPES,0.014710880816
AEZ14,Services,MidIncome,pfe,GlOBPES,0.030915684998
AEZ15,Services,MidIncome,pfe,GlOBPES,0.082160875201
AEZ16,Services,MidIncome,pfe,GlOBPES,8.50392505526543E-0003
AEZ17,Services,MidIncome,pfe,GlOBPES,9.75848524831235E-0004
AEZ18,Services,MidIncome,pfe,GlOBPES,-8.53055529296398E-0003
UnSkLab,Services,MidIncome,pfe,GlOBPES,0.072297930717
SkLab,Services,MidIncome,pfe,GlOBPES,0.054169788957
Capital,Services,MidIncome,pfe,GlOBPES,0.073800548911
NatRes,Services,MidIncome,pfe,GlOBPES,0.093468174338
AEZ1,AgrFishFor,LowIncome,pfe,GlOBPES,-1.7710161209
AEZ2,AgrFishFor,LowIncome,pfe,GlOBPES,-1.8228030205
AEZ3,AgrFishFor,LowIncome,pfe,GlOBPES,-1.9130519629
AEZ4,AgrFishFor,LowIncome,pfe,GlOBPES,-1.9465587139
AEZ5,AgrFishFor,LowIncome,pfe,GlOBPES,-1.6483491659
AEZ6,AgrFishFor,LowIncome,pfe,GlOBPES,-1.7262990475
AEZ7,AgrFishFor,LowIncome,pfe,GlOBPES,-0.63028228283
AEZ8,AgrFishFor,LowIncome,pfe,GlOBPES,-1.0846937895
AEZ9,AgrFishFor,LowIncome,pfe,GlOBPES,-1.978269577
AEZ10,AgrFishFor,LowIncome,pfe,GlOBPES,-1.1704132557
AEZ11,AgrFishFor,LowIncome,pfe,GlOBPES,-1.4657310247
AEZ12,AgrFishFor,LowIncome,pfe,GlOBPES,-0.66327768564
AEZ13,AgrFishFor,LowIncome,pfe,GlOBPES,-1.3929755688
AEZ14,AgrFishFor,LowIncome,pfe,GlOBPES,-1.3452589512
AEZ15,AgrFishFor,LowIncome,pfe,GlOBPES,-1.5716855526
AEZ16,AgrFishFor,LowIncome,pfe,GlOBPES,-1.4986091852
AEZ17,AgrFishFor,LowIncome,pfe,GlOBPES,-1.7849905491
AEZ18,AgrFishFor,LowIncome,pfe,GlOBPES,-1.873042345
UnSkLab,AgrFishFor,LowIncome,pfe,GlOBPES,-0.050452649593
SkLab,AgrFishFor,LowIncome,pfe,GlOBPES,-0.046014923602
Capital,AgrFishFor,LowIncome,pfe,GlOBPES,-0.045799527317
NatRes,AgrFishFor,LowIncome,pfe,GlOBPES,0.16322475672
AEZ1,MinManuf,LowIncome,pfe,GlOBPES,-0.41654130816
AEZ2,MinManuf,LowIncome,pfe,GlOBPES,-0.44187015295
AEZ3,MinManuf,LowIncome,pfe,GlOBPES,-0.46022161841
AEZ4,MinManuf,LowIncome,pfe,GlOBPES,-0.5253534317
AEZ5,MinManuf,LowIncome,pfe,GlOBPES,-0.46524497867
AEZ6,MinManuf,LowIncome,pfe,GlOBPES,-0.38721063733
AEZ7,MinManuf,LowIncome,pfe,GlOBPES,-0.39451655746
AEZ8,MinManuf,LowIncome,pfe,GlOBPES,-0.46774852276
AEZ9,MinManuf,LowIncome,pfe,GlOBPES,-0.21145428717
AEZ10,MinManuf,LowIncome,pfe,GlOBPES,-0.11598132551
AEZ11,MinManuf,LowIncome,pfe,GlOBPES,-0.01894419454
AEZ12,MinManuf,LowIncome,pfe,GlOBPES,-1.34465168230236E-0003
AEZ13,MinManuf,LowIncome,pfe,GlOBPES,-0.42833834887
AEZ14,MinManuf,LowIncome,pfe,GlOBPES,-0.31433856487
AEZ15,MinManuf,LowIncome,pfe,GlOBPES,-0.26944309473
AEZ16,MinManuf,LowIncome,pfe,GlOBPES,-0.32910364866
AEZ17,MinManuf,LowIncome,pfe,GlOBPES,-0.41759186983
AEZ18,MinManuf,LowIncome,pfe,GlOBPES,-0.43232271075
UnSkLab,MinManuf,LowIncome,pfe,GlOBPES,-0.046995397657
SkLab,MinManuf,LowIncome,pfe,GlOBPES,-0.0480087623
Capital,MinManuf,LowIncome,pfe,GlOBPES,-0.041625358164
NatRes,MinManuf,LowIncome,pfe,GlOBPES,0.18686321378
AEZ1,Services,LowIncome,pfe,GlOBPES,-0.21779954433
AEZ2,Services,LowIncome,pfe,GlOBPES,-0.22795133293
AEZ3,Services,LowIncome,pfe,GlOBPES,-0.23530755937
AEZ4,Services,LowIncome,pfe,GlOBPES,-0.26142242551
AEZ5,Services,LowIncome,pfe,GlOBPES,-0.2373213321
AEZ6,Services,LowIncome,pfe,GlOBPES,-0.2060457021
AEZ7,Services,LowIncome,pfe,GlOBPES,-0.20897319913
AEZ8,Services,LowIncome,pfe,GlOBPES,-0.23832504451
AEZ9,Services,LowIncome,pfe,GlOBPES,-0.13565729558
AEZ10,Services,LowIncome,pfe,GlOBPES,-0.09745272994
AEZ11,Services,LowIncome,pfe,GlOBPES,-0.058644663543
AEZ12,Services,LowIncome,pfe,GlOBPES,-0.051608473063
AEZ13,Services,LowIncome,pfe,GlOBPES,-0.22252760828
AEZ14,Services,LowIncome,pfe,GlOBPES,-0.17685224116
AEZ15,Services,LowIncome,pfe,GlOBPES,-0.15887291729
AEZ16,Services,LowIncome,pfe,GlOBPES,-0.18276624382
AEZ17,Services,LowIncome,pfe,GlOBPES,-0.21822053194
AEZ18,Services,LowIncome,pfe,GlOBPES,-0.22412458062
UnSkLab,Services,LowIncome,pfe,GlOBPES,-0.055716015399
SkLab,Services,LowIncome,pfe,GlOBPES,-0.053704250604
Capital,Services,LowIncome,pfe,GlOBPES,-0.042383670807
NatRes,Services,LowIncome,pfe,GlOBPES,0.045464463532
AEZ1,AgrFishFor,World,pfe,GlOBPES,-1.0937861204
AEZ2,AgrFishFor,World,pfe,GlOBPES,-0.19103588164
AEZ3,AgrFishFor,World,pfe,GlOBPES,-0.14278204739
AEZ4,AgrFishFor,World,pfe,GlOBPES,0.281878829
AEZ5,AgrFishFor,World,pfe,GlOBPES,0.40964055061
AEZ6,AgrFishFor,World,pfe,GlOBPES,3.3666300774
AEZ7,AgrFishFor,World,pfe,GlOBPES,-1.8710007668
AEZ8,AgrFishFor,World,pfe,GlOBPES,-1.1861943007
AEZ9,AgrFishFor,World,pfe,GlOBPES,-1.5327240229
AEZ10,AgrFishFor,World,pfe,GlOBPES,-1.3872020245
AEZ11,AgrFishFor,World,pfe,GlOBPES,-1.5020041466
AEZ12,AgrFishFor,World,pfe,GlOBPES,-1.8080961704
AEZ13,AgrFishFor,World,pfe,GlOBPES,-1.32130301
AEZ14,AgrFishFor,World,pfe,GlOBPES,-1.0155328512
AEZ15,AgrFishFor,World,pfe,GlOBPES,-1.0916980505
AEZ16,AgrFishFor,World,pfe,GlOBPES,-0.95212215185
AEZ17,AgrFishFor,World,pfe,GlOBPES,-1.6415610313
AEZ18,AgrFishFor,World,pfe,GlOBPES,-1.7435566187
UnSkLab,AgrFishFor,World,pfe,GlOBPES,2.78514809906483E-0003
SkLab,AgrFishFor,World,pfe,GlOBPES,-7.60965608060360E-0003
Capital,AgrFishFor,World,pfe,GlOBPES,0.018645480275
NatRes,AgrFishFor,World,pfe,GlOBPES,0.096546381712
AEZ1,MinManuf,World,pfe,GlOBPES,-1.0937861204
AEZ2,MinManuf,World,pfe,GlOBPES,-0.19103588164
AEZ3,MinManuf,World,pfe,GlOBPES,-0.14278204739
AEZ4,MinManuf,World,pfe,GlOBPES,0.281878829
AEZ5,MinManuf,World,pfe,GlOBPES,0.40964055061
AEZ6,MinManuf,World,pfe,GlOBPES,3.3666300774
AEZ7,MinManuf,World,pfe,GlOBPES,-1.8710007668
AEZ8,MinManuf,World,pfe,GlOBPES,-1.1861943007
AEZ9,MinManuf,World,pfe,GlOBPES,-1.5327240229
AEZ10,MinManuf,World,pfe,GlOBPES,-1.3872020245
AEZ11,MinManuf,World,pfe,GlOBPES,-1.5020041466
AEZ12,MinManuf,World,pfe,GlOBPES,-1.8080961704
AEZ13,MinManuf,World,pfe,GlOBPES,-1.32130301
AEZ14,MinManuf,World,pfe,GlOBPES,-1.0155328512
AEZ15,MinManuf,World,pfe,GlOBPES,-1.0916980505
AEZ16,MinManuf,World,pfe,GlOBPES,-0.95212215185
AEZ17,MinManuf,World,pfe,GlOBPES,-1.6415610313
AEZ18,MinManuf,World,pfe,GlOBPES,-1.7435566187
UnSkLab,MinManuf,World,pfe,GlOBPES,2.78514809906483E-0003
SkLab,MinManuf,World,pfe,GlOBPES,-7.60965608060360E-0003
Capital,MinManuf,World,pfe,GlOBPES,0.018645480275
NatRes,MinManuf,World,pfe,GlOBPES,0.096546381712
AEZ1,Services,World,pfe,GlOBPES,-1.0937861204
AEZ2,Services,World,pfe,GlOBPES,-0.19103588164
AEZ3,Services,World,pfe,GlOBPES,-0.14278204739
AEZ4,Services,World,pfe,GlOBPES,0.281878829
AEZ5,Services,World,pfe,GlOBPES,0.40964055061
AEZ6,Services,World,pfe,GlOBPES,3.3666300774
AEZ7,Services,World,pfe,GlOBPES,-1.8710007668
AEZ8,Services,World,pfe,GlOBPES,-1.1861943007
AEZ9,Services,World,pfe,GlOBPES,-1.5327240229
AEZ10,Services,World,pfe,GlOBPES,-1.3872020245
AEZ11,Services,World,pfe,GlOBPES,-1.5020041466
AEZ12,Services,World,pfe,GlOBPES,-1.8080961704
AEZ13,Services,World,pfe,GlOBPES,-1.32130301
AEZ14,Services,World,pfe,GlOBPES,-1.0155328512
AEZ15,Services,World,pfe,GlOBPES,-1.0916980505
AEZ16,Services,World,pfe,GlOBPES,-0.95212215185
AEZ17,Services,World,pfe,GlOBPES,-1.6415610313
AEZ18,Services,World,pfe,GlOBPES,-1.7435566187
UnSkLab,Services,World,pfe,GlOBPES,2.78514809906483E-0003
SkLab,Services,World,pfe,GlOBPES,-7.60965608060360E-0003
Capital,Services,World,pfe,GlOBPES,0.018645480275
NatRes,Services,World,pfe,GlOBPES,0.096546381712
AEZ1,AgrFishFor,HighIncome,qfe,GlOBPES,-0.030082188547
AEZ2,AgrFishFor,HighIncome,qfe,GlOBPES,-0.12185930461
AEZ3,AgrFishFor,HighIncome,qfe,GlOBPES,-0.69781965017
AEZ4,AgrFishFor,HighIncome,qfe,GlOBPES,-0.59136009216
AEZ5,AgrFishFor,HighIncome,qfe,GlOBPES,-0.29014980793
AEZ6,AgrFishFor,HighIncome,qfe,GlOBPES,-0.077076494694
AEZ7,AgrFishFor,HighIncome,qfe,GlOBPES,1.29449728410691E-0003
AEZ8,AgrFishFor,HighIncome,qfe,GlOBPES,-0.24293769896
AEZ9,AgrFishFor,HighIncome,qfe,GlOBPES,-1.8492350578
AEZ10,AgrFishFor,HighIncome,qfe,GlOBPES,-0.56603747606
AEZ11,AgrFishFor,HighIncome,qfe,GlOBPES,-0.012965519913
AEZ12,AgrFishFor,HighIncome,qfe,GlOBPES,-0.07311655581
AEZ13,AgrFishFor,HighIncome,qfe,GlOBPES,6.98874879162759E-0004
AEZ14,AgrFishFor,HighIncome,qfe,GlOBPES,1.90746388398111E-0003
AEZ15,AgrFishFor,HighIncome,qfe,GlOBPES,4.16162610054016E-0003
AEZ16,AgrFishFor,HighIncome,qfe,GlOBPES,3.90556803904474E-0003
AEZ17,AgrFishFor,HighIncome,qfe,GlOBPES,4.16162610054016E-0003
AEZ18,AgrFishFor,HighIncome,qfe,GlOBPES,4.16162610054016E-0003
UnSkLab,AgrFishFor,HighIncome,qfe,GlOBPES,-0.2180763334
SkLab,AgrFishFor,HighIncome,qfe,GlOBPES,-0.20753346384
Capital,AgrFishFor,HighIncome,qfe,GlOBPES,-0.1645962745
NatRes,AgrFishFor,HighIncome,qfe,GlOBPES,0.025446116924
AEZ1,MinManuf,HighIncome,qfe,GlOBPES,0.07358147949
AEZ2,MinManuf,HighIncome,qfe,GlOBPES,0.019770311192
AEZ3,MinManuf,HighIncome,qfe,GlOBPES,-1.160056591
AEZ4,MinManuf,HighIncome,qfe,GlOBPES,-0.16473084688
AEZ5,MinManuf,HighIncome,qfe,GlOBPES,-0.047285433859
AEZ6,MinManuf,HighIncome,qfe,GlOBPES,0.02599330619
AEZ7,MinManuf,HighIncome,qfe,GlOBPES,0.064890772104
AEZ8,MinManuf,HighIncome,qfe,GlOBPES,-0.04116846621
AEZ9,MinManuf,HighIncome,qfe,GlOBPES,-0.59518587589
AEZ10,MinManuf,HighIncome,qfe,GlOBPES,-0.29495275021
AEZ11,MinManuf,HighIncome,qfe,GlOBPES,7.28039862588048E-0003
AEZ12,MinManuf,HighIncome,qfe,GlOBPES,0.032910898328
AEZ13,MinManuf,HighIncome,qfe,GlOBPES,0.077749602497
AEZ14,MinManuf,HighIncome,qfe,GlOBPES,0.077778719366
AEZ15,MinManuf,HighIncome,qfe,GlOBPES,0.10224696994
AEZ16,MinManuf,HighIncome,qfe,GlOBPES,0.098185040057
AEZ17,MinManuf,HighIncome,qfe,GlOBPES,0.10224699974
AEZ18,MinManuf,HighIncome,qfe,GlOBPES,0.10224698484
UnSkLab,MinManuf,HighIncome,qfe,GlOBPES,-0.1844060868
SkLab,MinManuf,HighIncome,qfe,GlOBPES,-0.065903931856
Capital,MinManuf,HighIncome,qfe,GlOBPES,-0.065422333777
NatRes,MinManuf,HighIncome,qfe,GlOBPES,-8.92262067645788E-0003
AEZ1,Services,HighIncome,qfe,GlOBPES,0.099915504456
AEZ2,Services,HighIncome,qfe,GlOBPES,0.031001895666
AEZ3,Services,HighIncome,qfe,GlOBPES,-1.4773294926
AEZ4,Services,HighIncome,qfe,GlOBPES,-0.20520150661
AEZ5,Services,HighIncome,qfe,GlOBPES,-0.054858833551
AEZ6,Services,HighIncome,qfe,GlOBPES,0.03897088021
AEZ7,Services,HighIncome,qfe,GlOBPES,0.08878493309
AEZ8,Services,HighIncome,qfe,GlOBPES,-0.047027111053
AEZ9,Services,HighIncome,qfe,GlOBPES,-0.75580561161
AEZ10,Services,HighIncome,qfe,GlOBPES,-0.37184149027
AEZ11,Services,HighIncome,qfe,GlOBPES,0.015008121729
AEZ12,Services,HighIncome,qfe,GlOBPES,0.047829471529
AEZ13,Services,HighIncome,qfe,GlOBPES,0.10525380075
AEZ14,Services,HighIncome,qfe,GlOBPES,0.10529112816
AEZ15,Services,HighIncome,qfe,GlOBPES,0.13663032651
AEZ16,Services,HighIncome,qfe,GlOBPES,0.13142757118
AEZ17,Services,HighIncome,qfe,GlOBPES,0.13663032651
AEZ18,Services,HighIncome,qfe,GlOBPES,0.13663032651
UnSkLab,Services,HighIncome,qfe,GlOBPES,0.019851688296
SkLab,Services,HighIncome,qfe,GlOBPES,0.096151903272
Capital,Services,HighIncome,qfe,GlOBPES,0.040230289102
NatRes,Services,HighIncome,qfe,GlOBPES,0.023169267923
AEZ1,AgrFishFor,MidIncome,qfe,GlOBPES,-5.80813828855753E-0003
AEZ2,AgrFishFor,MidIncome,qfe,GlOBPES,-0.021542118862
AEZ3,AgrFishFor,MidIncome,qfe,GlOBPES,-0.021205211058
AEZ4,AgrFishFor,MidIncome,qfe,GlOBPES,-0.11131862551
AEZ5,AgrFishFor,MidIncome,qfe,GlOBPES,-0.16218200326
AEZ6,AgrFishFor,MidIncome,qfe,GlOBPES,-1.4686092138
AEZ7,AgrFishFor,MidIncome,qfe,GlOBPES,-0.089269988239
AEZ8,AgrFishFor,MidIncome,qfe,GlOBPES,-0.09911338985
AEZ9,AgrFishFor,MidIncome,qfe,GlOBPES,-0.058336030692
AEZ10,AgrFishFor,MidIncome,qfe,GlOBPES,-0.044555600733
AEZ11,AgrFishFor,MidIncome,qfe,GlOBPES,-7.36281741410494E-0003
AEZ12,AgrFishFor,MidIncome,qfe,GlOBPES,-0.014017700218
AEZ13,AgrFishFor,MidIncome,qfe,GlOBPES,0.011718453839
AEZ14,AgrFishFor,MidIncome,qfe,GlOBPES,-0.020457087085
AEZ15,AgrFishFor,MidIncome,qfe,GlOBPES,-0.15867114067
AEZ16,AgrFishFor,MidIncome,qfe,GlOBPES,2.36800537095405E-0004
AEZ17,AgrFishFor,MidIncome,qfe,GlOBPES,8.30938294529915E-0003
AEZ18,AgrFishFor,MidIncome,qfe,GlOBPES,0.017928995192
UnSkLab,AgrFishFor,MidIncome,qfe,GlOBPES,-0.098639458418
SkLab,AgrFishFor,MidIncome,qfe,GlOBPES,-0.14560566843
Capital,AgrFishFor,MidIncome,qfe,GlOBPES,-0.024234373122
NatRes,AgrFishFor,MidIncome,qfe,GlOBPES,0.052548978478
AEZ1,MinManuf,MidIncome,qfe,GlOBPES,0.098757646978
AEZ2,MinManuf,MidIncome,qfe,GlOBPES,0.092718712986
AEZ3,MinManuf,MidIncome,qfe,GlOBPES,-0.023277126253
AEZ4,MinManuf,MidIncome,qfe,GlOBPES,-0.21363419294
AEZ5,MinManuf,MidIncome,qfe,GlOBPES,-0.22918103635
AEZ6,MinManuf,MidIncome,qfe,GlOBPES,-0.19880090654
AEZ7,MinManuf,MidIncome,qfe,GlOBPES,0.017936073244
AEZ8,MinManuf,MidIncome,qfe,GlOBPES,0.058976195753
AEZ9,MinManuf,MidIncome,qfe,GlOBPES,-0.018957916647
AEZ10,MinManuf,MidIncome,qfe,GlOBPES,-0.019689826295
AEZ11,MinManuf,MidIncome,qfe,GlOBPES,-0.018510663882
AEZ12,MinManuf,MidIncome,qfe,GlOBPES,-0.30903169513
AEZ13,MinManuf,MidIncome,qfe,GlOBPES,0.085527889431
AEZ14,MinManuf,MidIncome,qfe,GlOBPES,0.068179965019
AEZ15,MinManuf,MidIncome,qfe,GlOBPES,0.013358008116
AEZ16,MinManuf,MidIncome,qfe,GlOBPES,0.092174261808
AEZ17,MinManuf,MidIncome,qfe,GlOBPES,0.10023643076
AEZ18,MinManuf,MidIncome,qfe,GlOBPES,0.11041903496
UnSkLab,MinManuf,MidIncome,qfe,GlOBPES,-0.014725497924
SkLab,MinManuf,MidIncome,qfe,GlOBPES,-0.019957482815
Capital,MinManuf,MidIncome,qfe,GlOBPES,-0.03608738631
NatRes,MinManuf,MidIncome,qfe,GlOBPES,-8.16773064434528E-0003
